column_name,quickstats_section,quickstats_topic,quickstats_row_label,measure_type,source,initial_field_role,initial_modelling_use,notes
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_khmer_count,Cultural diversity,,Khmer (Cambodian),count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_khmer_pct,Cultural diversity,,Khmer (Cambodian),percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_korean_count,Cultural diversity,,Korean,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_korean_pct,Cultural diversity,,Korean,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_lebanese_count,Cultural diversity,,Lebanese,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_lebanese_pct,Cultural diversity,,Lebanese,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_macedonian_count,Cultural diversity,,Macedonian,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_macedonian_pct,Cultural diversity,,Macedonian,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_malay_count,Cultural diversity,,Malay,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_malay_pct,Cultural diversity,,Malay,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_maltese_count,Cultural diversity,,Maltese,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_maltese_pct,Cultural diversity,,Maltese,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_maori_count,Cultural diversity,,Maori,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_maori_pct,Cultural diversity,,Maori,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_mongolian_count,Cultural diversity,,Mongolian,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_mongolian_pct,Cultural diversity,,Mongolian,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_nepalese_count,Cultural diversity,,Nepalese,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_nepalese_pct,Cultural diversity,,Nepalese,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_norfolk_islander_count,Cultural diversity,,Norfolk Islander,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_norfolk_islander_pct,Cultural diversity,,Norfolk Islander,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_pakistani_count,Cultural diversity,,Pakistani,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_pakistani_pct,Cultural diversity,,Pakistani,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_papua_new_guinean_count,Cultural diversity,,Papua New Guinean,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_papua_new_guinean_pct,Cultural diversity,,Papua New Guinean,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_pitcairn_count,Cultural diversity,,Pitcairn,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_pitcairn_pct,Cultural diversity,,Pitcairn,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_polish_count,Cultural diversity,,Polish,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_polish_pct,Cultural diversity,,Polish,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_punjabi_count,Cultural diversity,,Punjabi,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_punjabi_pct,Cultural diversity,,Punjabi,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_samoan_count,Cultural diversity,,Samoan,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_samoan_pct,Cultural diversity,,Samoan,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_scottish_count,Cultural diversity,,Scottish,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_scottish_pct,Cultural diversity,,Scottish,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_serbian_count,Cultural diversity,,Serbian,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_serbian_pct,Cultural diversity,,Serbian,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_sikh_count,Cultural diversity,,Sikh,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_sikh_pct,Cultural diversity,,Sikh,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_sinhalese_count,Cultural diversity,,Sinhalese,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_sinhalese_pct,Cultural diversity,,Sinhalese,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_south_african_count,Cultural diversity,,South African,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_south_african_pct,Cultural diversity,,South African,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_ancestry_top_responses_all_people_sri_lankan_count,Cultural diversity,,Sri Lankan,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
