source_family,page_url,status_code,candidate_url,candidate_text,candidate_kind,notes
housing_homelessness,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release,200,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/2021/20490do001_2021.xlsx,Download xlsx [178.37 KB],download,keyword/download candidate
housing_homelessness,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release,200,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/2021/20490do002_2021.xlsx,Download xlsx [132.39 KB],download,keyword/download candidate
housing_homelessness,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release,200,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/2021/20490do003_2021.xlsx,Download xlsx [120.45 KB],download,keyword/download candidate
housing_homelessness,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release,200,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/2021/20490do004_2021.xlsx,Download xlsx [83.6 KB],download,keyword/download candidate
housing_homelessness,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release,200,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/2021/20490do005_2021.xlsx,Download xlsx [320.14 KB],download,keyword/download candidate
housing_homelessness,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release,200,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/2021/20490do006_2021.xlsx,Download xlsx [121.58 KB],download,keyword/download candidate
housing_homelessness,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release,200,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/2021/20490do007_2021.xlsx,Download xlsx [90.67 KB],download,keyword/download candidate
housing_homelessness,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release,200,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/2021/20490do008_2021.xlsx,Download xlsx [48.34 KB],download,keyword/download candidate
housing_homelessness,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release,200,https://www.abs.gov.au/methodologies/estimating-homelessness-census-methodology/2021,"Estimating Homelessness: Census methodology, 2021",link,keyword/download candidate
housing_homelessness,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release,200,https://www.abs.gov.au/articles/aboriginal-and-torres-strait-islander-peoples-experiencing-homelessness,Released 27 June 2023 Aboriginal and Torres Strait Islander peoples experiencing homelessness View article,link,keyword/download candidate
housing_homelessness,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release,200,https://www.abs.gov.au/media-centre/media-releases/nearly-1-200-people-homeless-census-night-2021,Release date and time 22 March 2023 Nearly 1 in 200 people homeless on Census night in 2021 View media release,link,keyword/download candidate
housing_homelessness,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release,200,https://www.abs.gov.au/statistics/people/housing/estimating-homelessness-census/latest-release#,Back to top of the page,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,source_page,source_page,text/html; charset=utf-8
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.housingdata.gov.au/,Housing data,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data#,Increase text size,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data#,Decrease text size,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports-data/downloadable-resources,Educational resources,download,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/Australias-Disability-Strategy,Australia&#x2019;s Disability Strategy,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.housingdata.gov.au/,Housing data,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data#,Increase text size,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data#,Decrease text size,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports-data/health-welfare-services/homelessness-services,Homelessness services,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/about,Specialist homelessness services annual report 2024&#x2013;25,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports-data/health-welfare-services/homelessness-services,You are here: Go to Homelessness services,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.facebook.com/sharer/sharer.php?u=https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,Share via Facebook,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://twitter.com/intent/tweet?text=Specialist%20homelessness%20services%20annual%20report%202024%E2%80%9325%2C%20Data&url=https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,Share via Twitter,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.linkedin.com/shareArticle?mini=true&title=Specialist%20homelessness%20services%20annual%20report%202024%E2%80%9325%2C%20Data&url=https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,Share via Linkedin,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports-data/health-welfare-services/homelessness-services,Homelessness services,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,Specialist homelessness services annual report 2024–25,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/getmedia/6c573334-5d26-456e-abdd-ffcf47e80666/Specialist-homelessness-services-annual-report-2024-25.pdf?v=20260227143417&inline=true,Save web report,download,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data#,Show navigation,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data#report-page-content,Skip to page content,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports-data/health-welfare-services/homelessness-services,Back to topic,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents,Contents,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/about,About,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/feature-topic-clients-working-receiving-shs,Feature topic: Clients experiencing housing affordability stress,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/state-and-territory-summary-data-and-fact-sheets,State and territory summary data and fact sheets,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/summary,SHS system overview,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/clients-services-and-outcomes,"Clients, services and outcomes",link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/persistent-homelessness,Persistent homelessness,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/client-geography,Client geography,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/service-geography,Service geography,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/unassisted-requests-for-services,Unassisted requests for services,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/services-provided-and-unmet-need,Services provided and unmet need,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/clients-who-have-experienced-fdsv,Clients who have experienced family and domestic violence,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/clients-with-a-current-mental-health-issue,Clients with a current mental health issue,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/first-nations-clients,First Nations clients,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/clients-with-disability,Clients with disability,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/young-people-presenting-alone,Children and young people receiving support alone,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/children-on-care-and-protection-orders,Children on care and protection orders,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/older-clients,Older clients,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/clients-with-problematic-drug-and-or-alcohol-use,Clients with problematic drug and/or alcohol use,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/clients-who-are-current-or-former-adf,Clients who identified as current or former members of the Australian Defence Force (ADF),link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/clients-leaving-care,Clients leaving care,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/clients-exiting-custodial-arrangements,Clients exiting custodial arrangements,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/technical-notes,Technical notes,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/technical-notes/key-data-quality-information-specialist-homelessne,Key data quality information,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/technical-notes/data-presentation-and-derivations,Data presentation and derivations,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/technical-notes/rates-information,Rates Information,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/contents/technical-notes/references,References,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/client-group-comparisons,Client group comparisons,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/on-any-given-day-infographics,On any given day infographics,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/report-editions,Report editions,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/notes,Notes,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,Data,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/related-material,Related material,link,keyword/download candidate
housing_homelessness,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data,200,https://www.aihw.gov.au/reports/homelessness-services/specialist-homelessness-services-annual-report/data#,Close,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,source_page,source_page,text/html; charset=utf-8
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45#content,Skip to content,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/,Go to dashboard Housing data,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/using-this-site/explore-the-dashboard,Read more,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/about,About,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/about/accessibility,Accessibility,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/about/acknowledgements,Acknowledgements,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/about/contact-us,Contact us,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/about/copyright,Copyright,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/about/disclaimer,Disclaimer,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/about/privacy-policy,Privacy policy,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/resources,Resources,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/resources/data-sources,Data sources,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/resources/data-update-schedule,Data update schedule,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/using-this-site,Using this site,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/using-this-site/explore-the-dashboard,Explore the dashboard,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/using-this-site/sitemap,Sitemap,link,keyword/download candidate
housing_homelessness,https://www.housingdata.gov.au/dashboard/meovkmx92o8jo45,200,https://www.housingdata.gov.au/using-this-site/vulnerability-and-disclosure-policy,Vulnerability and disclosure policy,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/data,source_page,source_page,text/html; charset=utf-8
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/blog,Blog,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases,Social Health Atlases,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/indicators-and-notes-on-the-data,"Topics, Indicators and Notes on the Data",link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/indicators-and-notes-on-the-data/social-health-atlases-of-australia-contents,"Social Health Atlases of Australia: Topics, Indicators & Notes",link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/indicators-and-notes-on-the-data/indigenous-social-health-atlas-of-australia-contents,"Aboriginal & Torres Strait Islander and Indigenous Status Comparison Social Health Atlas of Australia: Topics, Indicators & Notes",link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/indicators-and-notes-on-the-data/indigenous-social-health-atlas-of-australia-contents/preschool-participation-atsi,Preschool participation of Aboriginal children,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/maps,Maps,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs,Graphs,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/monitoring-inequality-in-australia,Monitoring Inequality in Australia,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/monitoring-inequality-in-australia/whole-population,Whole Population,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/monitoring-inequality-in-australia/whole-population/inequality-graphs-time-series,Inequality graphs: Time series,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/monitoring-inequality-in-australia/whole-population/inequality-graphs-latest,Inequality graphs: Latest,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/monitoring-inequality-in-australia/whole-population/inequality-graphs-primary-health-networks,Inequality graphs: Primary Health Networks,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/monitoring-inequality-in-australia/aboriginal-and-torres-strait-islander-population,Aboriginal and Torres Strait Islander Population,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/monitoring-inequality-in-australia/aboriginal-and-torres-strait-islander-inequality-graphs,Aboriginal and Torres Strait Islander Inequality Graphs,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/monitoring-inequality-in-australia/aboriginal-and-torres-strait-islander-inequality-graphs/indigenous-inequality-graphs-latest,Indigenous Inequality Graphs: Latest,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/monitoring-inequality-in-australia/aboriginal-and-torres-strait-islander-inequality-graphs/indigenous-inequality-graphs-time-series,Indigenous Inequality Graphs: Time Series,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/monitoring-inequality-in-australia/indigenous-status-comparison,Indigenous Status Comparison,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/monitoring-inequality-in-australia-graphs-landing-page,Landing page,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/remoteness-in-australia,Remoteness in Australia,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/remoteness-in-australia/remoteness-indigenous-status-comparison,Remoteness: Indigenous Status Comparison,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/remoteness-in-australia/remoteness-aboriginal-and-torres-strait-islander-population,Remoteness: Aboriginal and Torres Strait Islander Population,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/remoteness-in-australia/remoteness-aboriginal-and-torres-strait-islander-population/indigenous-remoteness-graphs-latest,Indigenous Remoteness Graphs: Latest,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/remoteness-in-australia/remoteness-aboriginal-and-torres-strait-islander-population/indigenous-remoteness-graphs-time-series,Indigenous Remoteness Graphs: Time Series,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/remoteness-whole-population,Remoteness: Whole Population,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/remoteness-whole-population/remoteness-graphs-latest,Remoteness Graphs: Latest,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/graphs/remoteness-whole-population/remoteness-graphs-time-series,Remoteness Graphs: Time Series,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/data,Data Workbooks,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/data-portal,Data portal,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/topic-atlas,Topic-specific Atlases,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/topic-atlas/housing-atlas,Housing Atlas,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/topic-atlas/closing-the-gap-time-series,Closing the Gap Time Series Atlas,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/topic-atlas/regional-centres-atlas,Regional Centres Atlas,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/topic-atlas/indigenous-status-atlas,Indigenous Status Comparison: Social Health Atlas of Australia,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/topic-atlas/indigenous-pph,Indigenous Potentially Preventable Hospitalisations,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/topic-atlas/pph,Potentially Preventable Hospitalisations; identifying hotspots of inequalities,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/topic-atlas/ageing-atlas,Social Health Atlas of Older people in Australia,link,keyword/download candidate
phidu_social_health_atlas,https://phidu.torrens.edu.au/social-health-atlases/data,200,https://phidu.torrens.edu.au/social-health-atlases/topic-atlas/child-youth-atlas,Child and Youth Social Health Atlas of Australia,link,keyword/download candidate
