timestamp_utc,response_index,status,url,resource_type,content_type,saved_path,capture_status,target_score,target_hits_json
2026-06-19T01:02:03.475633+00:00,569,200,https://dataresearch.ndis.gov.au/core/assets/vendor/jquery.ui/themes/base/menu.css?tgn9h4,stylesheet,text/css,,capture_failed,1,"{""download_api"": [""query""]}"
2026-06-19T01:02:03.481702+00:00,589,200,https://dataresearch.ndis.gov.au/core/assets/vendor/jquery.ui/themes/base/theme.css?tgn9h4,stylesheet,text/css,,capture_failed,1,"{""download_api"": [""query""]}"
2026-06-19T01:02:03.482990+00:00,593,200,https://dataresearch.ndis.gov.au/modules/contrib/search_api_autocomplete/css/search_api_autocomplete.css?tgn9h4,stylesheet,text/css,,capture_failed,1,"{""download_api"": [""api""]}"
2026-06-19T01:02:03.483385+00:00,594,200,"https://fonts.googleapis.com/css?family=Asap:400,500,600,700|Open+Sans:300,400,600,700",stylesheet,text/css; charset=utf-8,,capture_failed,1,"{""download_api"": [""api""]}"
2026-06-19T01:02:03.487724+00:00,611,200,https://dataresearch.ndis.gov.au/themes/custom/ndis/assets/dist/js/chunk/provider-search-8ce008ec617ad8f64458.js,script,application/javascript,,capture_failed,1,"{""provider_market"": [""provider""]}"
2026-06-19T01:02:03.491614+00:00,628,200,https://dataresearch.ndis.gov.au/reports-and-analyses/market-monitoring,document,text/html; charset=UTF-8,,capture_failed,1,"{""provider_market"": [""market""]}"
2026-06-19T01:02:03.492098+00:00,630,200,https://dataresearch.ndis.gov.au/core/assets/vendor/jquery.ui/themes/base/core.css?tgn9h4,stylesheet,text/css,,capture_failed,1,"{""download_api"": [""query""]}"
2026-06-19T01:02:03.492438+00:00,631,200,https://dataresearch.ndis.gov.au/core/assets/vendor/jquery.ui/themes/base/autocomplete.css?tgn9h4,stylesheet,text/css,,capture_failed,1,"{""download_api"": [""query""]}"
2026-06-19T01:02:03.492827+00:00,632,200,https://dataresearch.ndis.gov.au/core/assets/vendor/jquery.ui/themes/base/menu.css?tgn9h4,stylesheet,text/css,,capture_failed,1,"{""download_api"": [""query""]}"
2026-06-19T01:02:03.498658+00:00,652,200,https://dataresearch.ndis.gov.au/core/assets/vendor/jquery.ui/themes/base/theme.css?tgn9h4,stylesheet,text/css,,capture_failed,1,"{""download_api"": [""query""]}"
