resource_id,endpoint,resource_url,name,format,mimetype,last_modified,status,_sort_score,download_status,local_path,bytes
a29d2ba0-ea5d-4495-a637-6b5521e7501e,deterministic_resource_download_candidate,https://catalogue.data.infrastructure.gov.au/dataset/rdh-census-housing-affordability-data-for-lgas-and-sa2s-mortgage-and-rent-affordability-indicators/resource/a29d2ba0-ea5d-4495-a637-6b5521e7501e/download,2011-2021 Time Series: MAID & RAID (long format),CSV,,,deterministic_download_candidate,-210,failed: HTTPError: HTTP Error 403: Forbidden,D:\Good Measure\MentalWellbeingbyGeography\data\raw\housing\housing_affordability_candidate_12.dat,
a29d2ba0-ea5d-4495-a637-6b5521e7501e,deterministic_resource_download_candidate,https://catalogue.data.infrastructure.gov.au/data/dataset/rdh-census-housing-affordability-data-for-lgas-and-sa2s-mortgage-and-rent-affordability-indicators/resource/a29d2ba0-ea5d-4495-a637-6b5521e7501e/download,2011-2021 Time Series: MAID & RAID (long format),CSV,,,deterministic_download_candidate,-210,failed: HTTPError: HTTP Error 403: Forbidden,D:\Good Measure\MentalWellbeingbyGeography\data\raw\housing\housing_affordability_candidate_13.dat,
a29d2ba0-ea5d-4495-a637-6b5521e7501e,deterministic_resource_download_candidate,https://data.gov.au/data/dataset/rdh-census-housing-affordability-data-for-lgas-and-sa2s-mortgage-and-rent-affordability-indicators/resource/a29d2ba0-ea5d-4495-a637-6b5521e7501e/download,2011-2021 Time Series: MAID & RAID (long format),CSV,,,deterministic_download_candidate,-210,failed: HTTPError: HTTP Error 302: Moved Temporarily,D:\Good Measure\MentalWellbeingbyGeography\data\raw\housing\housing_affordability_candidate_14.dat,
b8cd5524-dd8d-4306-b388-c7ce264b8944,deterministic_resource_download_candidate,https://catalogue.data.infrastructure.gov.au/dataset/rdh-census-housing-affordability-data-for-lgas-and-sa2s-mortgage-and-rent-affordability-indicators/resource/b8cd5524-dd8d-4306-b388-c7ce264b8944/download,All Tables - Excel Workbook,XLSX,,,deterministic_download_candidate,-10,failed: HTTPError: HTTP Error 403: Forbidden,D:\Good Measure\MentalWellbeingbyGeography\data\raw\housing\housing_affordability_candidate_15.dat,
b8cd5524-dd8d-4306-b388-c7ce264b8944,deterministic_resource_download_candidate,https://catalogue.data.infrastructure.gov.au/data/dataset/rdh-census-housing-affordability-data-for-lgas-and-sa2s-mortgage-and-rent-affordability-indicators/resource/b8cd5524-dd8d-4306-b388-c7ce264b8944/download,All Tables - Excel Workbook,XLSX,,,deterministic_download_candidate,-10,failed: HTTPError: HTTP Error 403: Forbidden,D:\Good Measure\MentalWellbeingbyGeography\data\raw\housing\housing_affordability_candidate_16.dat,
b8cd5524-dd8d-4306-b388-c7ce264b8944,deterministic_resource_download_candidate,https://data.gov.au/data/dataset/rdh-census-housing-affordability-data-for-lgas-and-sa2s-mortgage-and-rent-affordability-indicators/resource/b8cd5524-dd8d-4306-b388-c7ce264b8944/download,All Tables - Excel Workbook,XLSX,,,deterministic_download_candidate,-10,failed: HTTPError: HTTP Error 302: Moved Temporarily,D:\Good Measure\MentalWellbeingbyGeography\data\raw\housing\housing_affordability_candidate_17.dat,
