request_timestamp_utc,sa3_code_2021,sa3_name_2021,state_name_2021,year_requested,status,records_retrieved,raw_file,error
2026-06-18T02:32:27.398630+00:00,30703,Granite Belt,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30703_granite_belt_2021_22.csv,
2026-06-18T02:32:27.427159+00:00,30801,Central Highlands (Qld),Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30801_central_highlands_qld_2021_22.csv,
2026-06-18T02:32:27.452065+00:00,30803,Rockhampton,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30803_rockhampton_2021_22.csv,
2026-06-18T02:32:27.477033+00:00,30804,Biloela,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30804_biloela_2021_22.csv,
2026-06-18T02:32:27.502926+00:00,30805,Gladstone,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30805_gladstone_2021_22.csv,
2026-06-18T02:32:27.531144+00:00,30901,Broadbeach - Burleigh,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30901_broadbeach_burleigh_2021_22.csv,
2026-06-18T02:32:27.558642+00:00,30902,Coolangatta,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30902_coolangatta_2021_22.csv,
2026-06-18T02:32:27.589532+00:00,30903,Gold Coast - North,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30903_gold_coast_north_2021_22.csv,
2026-06-18T02:32:27.614911+00:00,30904,Gold Coast Hinterland,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30904_gold_coast_hinterland_2021_22.csv,
2026-06-18T02:32:27.642718+00:00,30905,Mudgeeraba - Tallebudgera,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30905_mudgeeraba_tallebudgera_2021_22.csv,
2026-06-18T02:32:27.668879+00:00,30906,Nerang,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30906_nerang_2021_22.csv,
2026-06-18T02:32:27.696588+00:00,30907,Ormeau - Oxenford,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30907_ormeau_oxenford_2021_22.csv,
2026-06-18T02:32:27.723139+00:00,30908,Robina,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30908_robina_2021_22.csv,
2026-06-18T02:32:27.748247+00:00,30909,Southport,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30909_southport_2021_22.csv,
2026-06-18T02:32:27.773694+00:00,30910,Surfers Paradise,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_30910_surfers_paradise_2021_22.csv,
2026-06-18T02:32:27.801363+00:00,31001,Forest Lake - Oxley,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31001_forest_lake_oxley_2021_22.csv,
2026-06-18T02:32:27.829156+00:00,31002,Ipswich Hinterland,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31002_ipswich_hinterland_2021_22.csv,
2026-06-18T02:32:27.857585+00:00,31003,Ipswich Inner,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31003_ipswich_inner_2021_22.csv,
2026-06-18T02:32:27.882201+00:00,31004,Springfield - Redbank,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31004_springfield_redbank_2021_22.csv,
2026-06-18T02:32:27.913338+00:00,31101,Beaudesert,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31101_beaudesert_2021_22.csv,
2026-06-18T02:32:27.940102+00:00,31102,Beenleigh,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31102_beenleigh_2021_22.csv,
2026-06-18T02:32:27.969343+00:00,31103,Browns Plains,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31103_browns_plains_2021_22.csv,
2026-06-18T02:32:27.998178+00:00,31104,Jimboomba,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31104_jimboomba_2021_22.csv,
2026-06-18T02:32:28.028996+00:00,31105,Loganlea - Carbrook,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31105_loganlea_carbrook_2021_22.csv,
2026-06-18T02:32:28.055032+00:00,31106,Springwood - Kingston,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31106_springwood_kingston_2021_22.csv,
2026-06-18T02:32:28.082376+00:00,31201,Bowen Basin - North,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31201_bowen_basin_north_2021_22.csv,
2026-06-18T02:32:28.108857+00:00,31202,Mackay,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31202_mackay_2021_22.csv,
2026-06-18T02:32:28.144407+00:00,31203,Whitsunday,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31203_whitsunday_2021_22.csv,
2026-06-18T02:32:28.175271+00:00,31301,Bribie - Beachmere,Queensland,2021-22,cached,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31301_bribie_beachmere_2021_22.csv,
2026-06-18T02:32:40.674470+00:00,31302,Caboolture,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31302_caboolture_2021_22.csv,
2026-06-18T02:32:50.058844+00:00,31303,Caboolture Hinterland,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31303_caboolture_hinterland_2021_22.csv,
2026-06-18T02:32:59.002542+00:00,31304,Narangba - Burpengary,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31304_narangba_burpengary_2021_22.csv,
2026-06-18T02:33:08.240929+00:00,31305,Redcliffe,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31305_redcliffe_2021_22.csv,
2026-06-18T02:33:17.648205+00:00,31401,The Hills District,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31401_the_hills_district_2021_22.csv,
2026-06-18T02:33:27.795601+00:00,31402,North Lakes,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31402_north_lakes_2021_22.csv,
2026-06-18T02:33:36.438290+00:00,31403,Strathpine,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31403_strathpine_2021_22.csv,
2026-06-18T02:33:45.684782+00:00,31501,Far North,Queensland,2021-22,success,54,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31501_far_north_2021_22.csv,
2026-06-18T02:33:54.947422+00:00,31502,Outback - North,Queensland,2021-22,success,150,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31502_outback_north_2021_22.csv,
2026-06-18T02:34:04.072052+00:00,31503,Outback - South,Queensland,2021-22,success,118,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31503_outback_south_2021_22.csv,
2026-06-18T02:34:14.322858+00:00,31601,Buderim,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31601_buderim_2021_22.csv,
2026-06-18T02:34:23.827770+00:00,31602,Caloundra,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31602_caloundra_2021_22.csv,
2026-06-18T02:34:34.802032+00:00,31603,Maroochy,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31603_maroochy_2021_22.csv,
2026-06-18T02:34:44.868373+00:00,31605,Noosa,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31605_noosa_2021_22.csv,
2026-06-18T02:34:55.741106+00:00,31606,Sunshine Coast Hinterland,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31606_sunshine_coast_hinterland_2021_22.csv,
2026-06-18T02:35:09.372105+00:00,31607,Nambour,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31607_nambour_2021_22.csv,
2026-06-18T02:35:18.692278+00:00,31608,Noosa Hinterland,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31608_noosa_hinterland_2021_22.csv,
2026-06-18T02:35:28.065248+00:00,31701,Toowoomba,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31701_toowoomba_2021_22.csv,
2026-06-18T02:35:36.979028+00:00,31801,Charters Towers - Ayr - Ingham,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31801_charters_towers_ayr_ingham_2021_22.csv,
2026-06-18T02:35:46.165593+00:00,31802,Townsville,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31802_townsville_2021_22.csv,
2026-06-18T02:35:55.976359+00:00,31901,Bundaberg,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31901_bundaberg_2021_22.csv,
2026-06-18T02:36:07.617572+00:00,31902,Burnett,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31902_burnett_2021_22.csv,
2026-06-18T02:36:20.177041+00:00,31903,Gympie - Cooloola,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31903_gympie_cooloola_2021_22.csv,
2026-06-18T02:36:30.024556+00:00,31904,Hervey Bay,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31904_hervey_bay_2021_22.csv,
2026-06-18T02:36:38.918907+00:00,31905,Maryborough,Queensland,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31905_maryborough_2021_22.csv,
2026-06-18T02:36:48.103202+00:00,40101,Adelaide City,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40101_adelaide_city_2021_22.csv,
2026-06-18T02:36:58.471598+00:00,40102,Adelaide Hills,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40102_adelaide_hills_2021_22.csv,
2026-06-18T02:37:12.906641+00:00,40103,Burnside,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40103_burnside_2021_22.csv,
2026-06-18T02:37:29.166272+00:00,40104,Campbelltown (SA),South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40104_campbelltown_sa_2021_22.csv,
2026-06-18T02:37:43.272988+00:00,40105,Norwood - Payneham - St Peters,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40105_norwood_payneham_st_peters_2021_22.csv,
2026-06-18T02:37:58.086788+00:00,40106,Prospect - Walkerville,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40106_prospect_walkerville_2021_22.csv,
2026-06-18T02:38:12.717801+00:00,40107,Unley,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40107_unley_2021_22.csv,
2026-06-18T02:38:27.031797+00:00,40201,Gawler - Two Wells,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40201_gawler_two_wells_2021_22.csv,
2026-06-18T02:38:39.091816+00:00,40202,Playford,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40202_playford_2021_22.csv,
2026-06-18T02:38:51.555958+00:00,40203,Port Adelaide - East,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40203_port_adelaide_east_2021_22.csv,
2026-06-18T02:39:07.293157+00:00,40204,Salisbury,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40204_salisbury_2021_22.csv,
2026-06-18T02:39:16.979178+00:00,40205,Tea Tree Gully,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40205_tea_tree_gully_2021_22.csv,
2026-06-18T02:39:26.355491+00:00,40301,Holdfast Bay,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40301_holdfast_bay_2021_22.csv,
2026-06-18T02:39:35.733560+00:00,40302,Marion,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40302_marion_2021_22.csv,
2026-06-18T02:39:44.697753+00:00,40303,Mitcham,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40303_mitcham_2021_22.csv,
2026-06-18T02:39:54.869771+00:00,40304,Onkaparinga,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40304_onkaparinga_2021_22.csv,
2026-06-18T02:40:06.174781+00:00,40401,Charles Sturt,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40401_charles_sturt_2021_22.csv,
2026-06-18T02:40:16.403620+00:00,40402,Port Adelaide - West,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40402_port_adelaide_west_2021_22.csv,
2026-06-18T02:40:28.591569+00:00,40403,West Torrens,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40403_west_torrens_2021_22.csv,
2026-06-18T02:40:38.254774+00:00,40501,Barossa,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40501_barossa_2021_22.csv,
2026-06-18T02:40:47.035295+00:00,40502,Lower North,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40502_lower_north_2021_22.csv,
2026-06-18T02:40:58.100704+00:00,40503,Mid North,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40503_mid_north_2021_22.csv,
2026-06-18T02:41:07.105607+00:00,40504,Yorke Peninsula,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40504_yorke_peninsula_2021_22.csv,
2026-06-18T02:41:16.454349+00:00,40601,Eyre Peninsula and South West,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40601_eyre_peninsula_and_south_west_2021_22.csv,
2026-06-18T02:41:25.034812+00:00,40602,Outback - North and East,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40602_outback_north_and_east_2021_22.csv,
2026-06-18T02:41:34.003224+00:00,40701,Fleurieu - Kangaroo Island,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40701_fleurieu_kangaroo_island_2021_22.csv,
2026-06-18T02:41:43.163987+00:00,40702,Limestone Coast,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40702_limestone_coast_2021_22.csv,
2026-06-18T02:41:52.417675+00:00,40703,Murray and Mallee,South Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40703_murray_and_mallee_2021_22.csv,
2026-06-18T02:42:02.003145+00:00,60101,Brighton,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60101_brighton_2021_22.csv,
2026-06-18T02:42:10.911771+00:00,60102,Hobart - North East,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60102_hobart_north_east_2021_22.csv,
2026-06-18T02:42:21.806630+00:00,60103,Hobart - North West,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60103_hobart_north_west_2021_22.csv,
2026-06-18T02:42:34.150390+00:00,60104,Hobart - South and West,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60104_hobart_south_and_west_2021_22.csv,
2026-06-18T02:42:44.037242+00:00,60105,Hobart Inner,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60105_hobart_inner_2021_22.csv,
2026-06-18T02:42:57.033132+00:00,60106,Sorell - Dodges Ferry,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60106_sorell_dodges_ferry_2021_22.csv,
2026-06-18T02:43:12.601989+00:00,60201,Launceston,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60201_launceston_2021_22.csv,
2026-06-18T02:43:29.823600+00:00,60202,Meander Valley - West Tamar,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60202_meander_valley_west_tamar_2021_22.csv,
2026-06-18T02:43:45.520620+00:00,60203,North East,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60203_north_east_2021_22.csv,
2026-06-18T02:44:07.534456+00:00,60301,Central Highlands (Tas.),Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60301_central_highlands_tas_2021_22.csv,
2026-06-18T02:44:34.637850+00:00,60302,Huon - Bruny Island,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60302_huon_bruny_island_2021_22.csv,
2026-06-18T02:45:13.203719+00:00,60303,South East Coast,Tasmania,2021-22,success,150,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60303_south_east_coast_2021_22.csv,
2026-06-18T02:45:41.565396+00:00,60401,Burnie - Ulverstone,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60401_burnie_ulverstone_2021_22.csv,
2026-06-18T02:45:57.035365+00:00,60402,Devonport,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60402_devonport_2021_22.csv,
2026-06-18T02:46:12.789158+00:00,60403,West Coast,Tasmania,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60403_west_coast_2021_22.csv,
2026-06-18T02:46:47.073366+00:00,20101,Ballarat,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20101_ballarat_2021_22.csv,
2026-06-18T02:47:19.498158+00:00,20102,Creswick - Daylesford - Ballan,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20102_creswick_daylesford_ballan_2021_22.csv,
2026-06-18T02:48:37.603294+00:00,20103,Maryborough - Pyrenees,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20103_maryborough_pyrenees_2021_22.csv,
2026-06-18T02:50:30.910162+00:00,20201,Bendigo,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20201_bendigo_2021_22.csv,
2026-06-18T02:51:10.151650+00:00,20202,Heathcote - Castlemaine - Kyneton,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20202_heathcote_castlemaine_kyneton_2021_22.csv,
2026-06-18T02:51:37.754516+00:00,20203,Loddon - Elmore,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20203_loddon_elmore_2021_22.csv,
2026-06-18T02:52:06.759606+00:00,20301,Barwon - West,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20301_barwon_west_2021_22.csv,
2026-06-18T02:52:32.813683+00:00,20302,Geelong,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20302_geelong_2021_22.csv,
