archive_path,archive_name,member_name,member_extension,member_file_size,member_compress_size,member_is_dir,member_is_candidate_data,detected_geographies
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G19C_AUST_SA2.csv,.csv,217137,89740,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G20A_AUST_SA2.csv,.csv,1706499,701326,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G20B_AUST_SA2.csv,.csv,134159,55733,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G21A_AUST_SA2.csv,.csv,1394819,517135,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G21B_AUST_SA2.csv,.csv,1594161,600464,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G21C_AUST_SA2.csv,.csv,1057476,412311,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G22_AUST_SA2.csv,.csv,1400027,503829,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G23_AUST_SA2.csv,.csv,1090296,460147,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G24A_AUST_SA2.csv,.csv,1680358,685408,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G24B_AUST_SA2.csv,.csv,126859,53193,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G25_AUST_SA2.csv,.csv,1085119,457258,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G26A_AUST_SA2.csv,.csv,1584471,637669,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G26B_AUST_SA2.csv,.csv,124327,52192,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G27A_AUST_SA2.csv,.csv,1487194,492894,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G27B_AUST_SA2.csv,.csv,1275286,474168,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G28_AUST_SA2.csv,.csv,1044242,392032,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G29_AUST_SA2.csv,.csv,443016,181147,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G30_AUST_SA2.csv,.csv,748899,275319,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G31_AUST_SA2.csv,.csv,83439,30182,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G32_AUST_SA2.csv,.csv,724203,272550,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G33_AUST_SA2.csv,.csv,521251,202737,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G34_AUST_SA2.csv,.csv,105952,43672,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G35_AUST_SA2.csv,.csv,215343,85671,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G36_AUST_SA2.csv,.csv,319519,116774,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G37_AUST_SA2.csv,.csv,512533,180859,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G38_AUST_SA2.csv,.csv,510093,145167,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G39_AUST_SA2.csv,.csv,872576,276786,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G40_AUST_SA2.csv,.csv,680298,194143,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G41_AUST_SA2.csv,.csv,747731,215774,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G42_AUST_SA2.csv,.csv,880594,252145,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G43_AUST_SA2.csv,.csv,714593,312825,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G44_AUST_SA2.csv,.csv,425153,164036,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G45_AUST_SA2.csv,.csv,462067,186187,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G46A_AUST_SA2.csv,.csv,1469513,563923,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G46B_AUST_SA2.csv,.csv,1339727,552692,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G47A_AUST_SA2.csv,.csv,1214578,336506,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G47B_AUST_SA2.csv,.csv,1181485,299941,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G47C_AUST_SA2.csv,.csv,1162536,272941,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G47D_AUST_SA2.csv,.csv,1117156,212959,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G47E_AUST_SA2.csv,.csv,1079316,156749,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G47F_AUST_SA2.csv,.csv,1030364,351993,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G48A_AUST_SA2.csv,.csv,1161469,297588,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G48B_AUST_SA2.csv,.csv,556816,169272,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G49A_AUST_SA2.csv,.csv,1455955,559346,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G49B_AUST_SA2.csv,.csv,785590,316149,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G50A_AUST_SA2.csv,.csv,1333358,472887,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G50B_AUST_SA2.csv,.csv,1448922,544200,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G50C_AUST_SA2.csv,.csv,74378,29752,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G51A_AUST_SA2.csv,.csv,1217879,390286,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G51B_AUST_SA2.csv,.csv,1334864,478038,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G51C_AUST_SA2.csv,.csv,356235,123144,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G52A_AUST_SA2.csv,.csv,1189335,335248,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G52B_AUST_SA2.csv,.csv,1230021,381555,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G52C_AUST_SA2.csv,.csv,576699,217940,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G53A_AUST_SA2.csv,.csv,1245099,406408,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G53B_AUST_SA2.csv,.csv,1321009,468869,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G53C_AUST_SA2.csv,.csv,332516,129152,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G54A_AUST_SA2.csv,.csv,1245145,395130,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G54B_AUST_SA2.csv,.csv,1248713,397307,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G54C_AUST_SA2.csv,.csv,1344766,475058,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G54D_AUST_SA2.csv,.csv,252267,97411,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G55A_AUST_SA2.csv,.csv,1253523,415640,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G55B_AUST_SA2.csv,.csv,1262481,421474,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G55C_AUST_SA2.csv,.csv,1374677,506500,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G55D_AUST_SA2.csv,.csv,261298,103034,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G56A_AUST_SA2.csv,.csv,1316248,470236,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G56B_AUST_SA2.csv,.csv,124498,51093,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G57A_AUST_SA2.csv,.csv,1121873,267677,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G57B_AUST_SA2.csv,.csv,270219,77844,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G58A_AUST_SA2.csv,.csv,1113750,248643,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G58B_AUST_SA2.csv,.csv,275936,87685,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G59A_AUST_SA2.csv,.csv,1122602,257198,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G59B_AUST_SA2.csv,.csv,154325,50018,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G60A_AUST_SA2.csv,.csv,1396721,506631,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G60B_AUST_SA2.csv,.csv,774381,297131,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G61A_AUST_SA2.csv,.csv,1429437,545145,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G61B_AUST_SA2.csv,.csv,801153,321338,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\census_2021_gcp_sa2\2021_GCP_SA2_for_AUS_short-header.zip,2021_GCP_SA2_for_AUS_short-header.zip,2021 Census GCP Statistical Area 2 for AUS/2021Census_G62_AUST_SA2.csv,.csv,732295,238969,0,1,CENSUS
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_act_en.csv,.csv,152484,5200,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_act_ur.csv,.csv,169838,5323,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_nsw_en.csv,.csv,2475424,64899,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_nsw_ur.csv,.csv,2751558,66360,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_nt_en.csv,.csv,84297,3148,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_nt_ur.csv,.csv,93835,3132,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_ot_en.csv,.csv,2928,273,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_ot_ur.csv,.csv,3406,312,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_qld_en.csv,.csv,1546561,43731,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_qld_ur.csv,.csv,1720155,44294,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_sa_en.csv,.csv,565170,16244,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_sa_ur.csv,.csv,628993,16624,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_tas_en.csv,.csv,194489,6458,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_tas_ur.csv,.csv,216599,6633,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_vic_en.csv,.csv,1883325,48959,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_vic_ur.csv,.csv,2094570,50198,0,1,unknown
