probe_timestamp_utc,probe_index,url,status_code,content_type,content_length,saved_path,request_status,error,saved_file_size_bytes,saved_file_suffix,json_status,json_type,top_level_list_len,content_target_score,content_target_hits_json
2026-06-19T02:06:07.541753+00:00,29,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q3/national/all_region.json,download_api,api",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:08.166086+00:00,30,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q3/national/all_region.json,fetch,,2,",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:08.825745+00:00,31,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q3/national/all_region.json,fetch,application/json,,442139,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:09.453863+00:00,32,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q3/national/all_region.json,fetch,application/json,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:10.100929+00:00,33,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q3/national/all_region.json,geography,lga,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:10.777794+00:00,34,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q3/national/all_region.json,participant_plan,participants,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:11.454553+00:00,35,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q3/national/all_region.json,provider_market,market,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:12.116854+00:00,36,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q3/national/all_region.json,psychosocial,psychosocial,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:12.790891+00:00,37,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q3/national/all_region.json,utilisation_payment,payments,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:13.444425+00:00,38,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q3/national/all_region.json,year_period,2021,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:14.060957+00:00,39,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q4/national/all_region.json,download_api,api",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:14.679042+00:00,40,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q4/national/all_region.json,fetch,,2,",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:15.350133+00:00,41,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q4/national/all_region.json,fetch,application/json,,442139,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:16.022285+00:00,42,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q4/national/all_region.json,fetch,application/json,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:16.712345+00:00,43,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q4/national/all_region.json,geography,lga,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:17.384810+00:00,44,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q4/national/all_region.json,participant_plan,participants,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:18.065061+00:00,45,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q4/national/all_region.json,provider_market,market,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:18.761595+00:00,46,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q4/national/all_region.json,psychosocial,psychosocial,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:19.442863+00:00,47,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q4/national/all_region.json,utilisation_payment,payments,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:20.112246+00:00,48,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2122_q4/national/all_region.json,year_period,2021,D:\Good",404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:20.752202+00:00,49,https://dataresearch.ndis.gov.au/data/participant_info/2122_q3/national/all_region.json,404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:21.419244+00:00,50,https://dataresearch.ndis.gov.au/data/participant_info/2122_q4/national/all_region.json,404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:22.067257+00:00,51,https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/build/data/participant_info/2526_q3/national/all_region.json,404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:22.752502+00:00,52,https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/participant_info/2526_q3/national/all_region.json,200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\participant_info\2526_q3\national\all_region.json,downloaded,,442139.0,.json,pass,list,1351.0,7.0,"{""geography"": [""lga"", ""region""], ""psychosocial"": [""psychosocial""], ""participant_plan"": [""participant"", ""participants""], ""utilisation_payment"": [""payment"", ""payments""]}"
2026-06-19T02:06:23.090984+00:00,53,https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/build/data/filters/state_region.json?nocache=1781830311,404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:23.708213+00:00,54,https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/build/data/filters/state_region_fn.json?nocache=1781830311,404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:24.360441+00:00,55,https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/build/data/filters/state_region_lga_sa2.json?nocache=1781830311,404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:25.032711+00:00,56,https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/build/data/filters/state_sa2_fn_suburb.json?nocache=1781830311,404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:25.729798+00:00,57,https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/build/data/filters/state_sa2_suburb.json?nocache=1781830311,404,text/html; charset=UTF-8,,,not_available,,,,,,,,
2026-06-19T02:06:26.410689+00:00,58,https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region.json?nocache=1781830311,200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region.json,downloaded,,6657.0,.json,pass,list,90.0,1.0,"{""geography"": [""region""]}"
2026-06-19T02:06:26.701989+00:00,59,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region.json?nocache=1781830311,download_api,json,D:\Good",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_0e4bededda.json,downloaded,,6657.0,.json,pass,list,90.0,1.0,"{""geography"": [""region""]}"
2026-06-19T02:06:26.984913+00:00,60,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region.json?nocache=1781830311,fetch,,2,",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_70039f4f48.json,downloaded,,6657.0,.json,pass,list,90.0,1.0,"{""geography"": [""region""]}"
2026-06-19T02:06:27.279068+00:00,61,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region.json?nocache=1781830311,fetch,application/json,,6657,D:\Good",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_483bf082f8.json,downloaded,,6657.0,.json,pass,list,90.0,1.0,"{""geography"": [""region""]}"
2026-06-19T02:06:27.567548+00:00,62,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region.json?nocache=1781830311,fetch,application/json,D:\Good",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_9241f7d100.json,downloaded,,6657.0,.json,pass,list,90.0,1.0,"{""geography"": [""region""]}"
2026-06-19T02:06:27.851981+00:00,63,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region.json?nocache=1781830311,provider_market,market,D:\Good",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_2d68d327e9.json,downloaded,,6657.0,.json,pass,list,90.0,1.0,"{""geography"": [""region""]}"
2026-06-19T02:06:28.136696+00:00,64,https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_fn.json?nocache=1781830311,200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_fn.json,downloaded,,10382.0,.json,pass,list,90.0,1.0,"{""geography"": [""region""]}"
2026-06-19T02:06:28.455619+00:00,65,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_fn.json?nocache=1781830311,download_api,json,D:\Good",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_fn_e2e1bf2c47.json,downloaded,,10382.0,.json,pass,list,90.0,1.0,"{""geography"": [""region""]}"
2026-06-19T02:06:28.748169+00:00,66,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_fn.json?nocache=1781830311,fetch,,2,",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_fn_cfad35e06a.json,downloaded,,10382.0,.json,pass,list,90.0,1.0,"{""geography"": [""region""]}"
2026-06-19T02:06:29.048422+00:00,67,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_fn.json?nocache=1781830311,fetch,application/json,,10382,D:\Good",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_fn_f78789c23d.json,downloaded,,10382.0,.json,pass,list,90.0,1.0,"{""geography"": [""region""]}"
2026-06-19T02:06:29.343657+00:00,68,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_fn.json?nocache=1781830311,fetch,application/json,D:\Good",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_fn_adec4075d8.json,downloaded,,10382.0,.json,pass,list,90.0,1.0,"{""geography"": [""region""]}"
2026-06-19T02:06:29.637495+00:00,69,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_fn.json?nocache=1781830311,provider_market,market,D:\Good",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_fn_c49780f127.json,downloaded,,10382.0,.json,pass,list,90.0,1.0,"{""geography"": [""region""]}"
2026-06-19T02:06:29.927560+00:00,70,https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_lga_sa2.json?nocache=1781830311,200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_lga_sa2.json,downloaded,,122148.0,.json,pass,list,563.0,4.0,"{""geography"": [""lga"", ""region"", ""sa2""], ""provider_market"": [""market""]}"
