source_page_key,source_page_url,source_family,link_text,download_url,suffix_hint,discovered_at_utc,final_url,content_type,local_path,status,error,size_bytes
participant_datasets,https://dataresearch.ndis.gov.au/datasets/participant-datasets,other_download,Longitudinal Outcomes data (CSV 1.4MB),https://dataresearch.ndis.gov.au/media/4229/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4229/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\other_download__Longitudinal_Outcomes_data.csv,downloaded,,1388898
participant_datasets,https://dataresearch.ndis.gov.au/datasets/participant-datasets,participants_by_sa2,Participants by SA2 data (CSV 2.5MB),https://dataresearch.ndis.gov.au/media/4319/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4319/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participants_by_sa2__Participants_by_SA2_data.csv,downloaded,,2716972
participant_datasets,https://dataresearch.ndis.gov.au/datasets/participant-datasets,participants_by_sa3,Participants by SA3 data (CSV 356KB),https://dataresearch.ndis.gov.au/media/4241/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4241/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participants_by_sa3__Participants_by_SA3_data.csv,downloaded,,364583
participant_datasets,https://dataresearch.ndis.gov.au/datasets/participant-datasets,participant_other,Participants by SA4 data (CSV 108KB),https://dataresearch.ndis.gov.au/media/4243/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4243/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participant_other__Participants_by_SA4_data.csv,downloaded,,110041
participant_datasets,https://dataresearch.ndis.gov.au/datasets/participant-datasets,participant_other,Participants by CED data (CSV 72KB),https://dataresearch.ndis.gov.au/media/4235/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4235/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participant_other__Participants_by_CED_data.csv,downloaded,,73280
participant_datasets,https://dataresearch.ndis.gov.au/datasets/participant-datasets,participants_by_lga,Participants by LGA data (CSV 457KB),https://dataresearch.ndis.gov.au/media/4237/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4237/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participants_by_lga__Participants_by_LGA_data.csv,downloaded,,467004
participant_datasets,https://dataresearch.ndis.gov.au/datasets/participant-datasets,other_download,Service District to LGA 2011 data (CSV 23KB),https://dataresearch.ndis.gov.au/media/1955/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/1955/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\other_download__PB_SD_to_LGA_mapping_CSV.csv,downloaded,,22756
participant_datasets,https://dataresearch.ndis.gov.au/datasets/participant-datasets,other_download,Service District to LGA 2016 data (CSV 22KB),https://dataresearch.ndis.gov.au/media/2198/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/2198/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\other_download__PB_Service_District_to_LGA_2016_CSV.csv,downloaded,,22220
participant_datasets,https://dataresearch.ndis.gov.au/datasets/participant-datasets,other_download,Service District to LGA 2021 data (CSV 22KB),https://dataresearch.ndis.gov.au/media/3218/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/3218/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\other_download__PB_Service_District_to_LGA_2021_CSV.csv,downloaded,,23397
participant_datasets,https://dataresearch.ndis.gov.au/datasets/participant-datasets,sda_participants,SDA participants data (CSV 74KB),https://dataresearch.ndis.gov.au/media/4250/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4250/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\sda_participants__SDA_participants_data.csv,downloaded,,75419
