inventory_timestamp_utc,source_origin,source_run,source_family,poc_family_group,manifest_source_family,file_path,file_name,file_suffix,file_size_bytes,file_modified_utc,sha256,link_text,source_page_url,download_url,text_period_min,text_period_max,text_period_source,columns_detected,sheet_names,sample_row_count,column_count,content_period_min,content_period_max,content_period_columns,content_period_source,inspect_status,inspect_error,has_sa2_signal,has_sa3_signal,has_sa4_signal,has_lga_signal,has_service_district_signal,has_phn_signal,has_state_signal,has_postcode_signal,has_psychosocial_signal,has_disability_signal,has_support_category_signal,has_support_class_signal,has_participant_signal,has_payment_signal,has_provider_signal,has_market_signal,has_plan_budget_signal,has_utilisation_signal,period_min,period_max,period_basis,period_source,period_sort_date,join_readiness,join_readiness_reason,primary_model_use,poc_sensitivity_use,time_alignment_status,time_alignment_note
2026-06-19T02:42:36.617949+00:00,public_data_downloads,,participant_numbers_plan_budgets,plan_budget_context,participant_numbers_plan_budgets,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participant_numbers_plan_budgets__Utilisation_of_Plan_budget_data_September_2024.csv,participant_numbers_plan_budgets__Utilisation_of_Plan_budget_data_September_2024.csv,.csv,9294429,2026-06-19T00:46:40.059802+00:00,84ac782a580b4dd9a91b24e7a1d50597b11a6d7219800c19757b774d815cc4e5,Utilisation of Plan budgets data September 2024 (CSV 8.9MB),https://dataresearch.ndis.gov.au/datasets/participant-datasets,https://dataresearch.ndis.gov.au/media/4145/download?attachment,2024-09-30,2024-09-30,detected_from_filename_or_metadata,RprtDt | StateCd | SrvcDstrctNm | DsbltyGrpNm | AgeBnd | SILorSDA | suppclass | Utlstn,,5000,8,2024-09-30,2024-09-30,RprtDt,detected_from_content_date_columns,pass,,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,2024-09-30,2024-09-30,content,detected_from_content_date_columns,2024-09-30,context_only_unbridged,Contains LGA/service district/PHN signal. Hold aside until bridge is validated.,exclude_from_primary_2021_aligned_model,hold_for_descriptive_context_or_bridge_validation,time_misaligned_public_ndia_poc_layer,NDIA public source period does not define the 2021-aligned primary model. Use only as proof-of-concept service-system context unless separately justified.
2026-06-19T02:42:35.893087+00:00,public_data_downloads,,participant_numbers_plan_budgets,plan_budget_context,participant_numbers_plan_budgets,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participant_numbers_plan_budgets__Participant_numbers_and_plan_budgets_data_December_2024.csv,participant_numbers_plan_budgets__Participant_numbers_and_plan_budgets_data_December_2024.csv,.csv,7268253,2026-06-19T00:46:21.867527+00:00,8ee96e14606d396739bbf36379c0582cdf85427c3dcf0520bcef2123ae71ecd5,Participant numbers and plan budgets data December 2024 (CSV 7MB),https://dataresearch.ndis.gov.au/datasets/participant-datasets,https://dataresearch.ndis.gov.au/media/4233/download?attachment,2024-12-31,2024-12-31,detected_from_filename_or_metadata,RprtDt | StateCd | SrvcDstrctNm | DsbltyGrpNm | AgeBnd | SuppClass | AvgAnlsdCmtdSuppBdgt | ActvPrtcpnt,,5000,8,2024-12-31,2024-12-31,RprtDt,detected_from_content_date_columns,pass,,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,2024-12-31,2024-12-31,content,detected_from_content_date_columns,2024-12-31,context_only_unbridged,Contains LGA/service district/PHN signal. Hold aside until bridge is validated.,exclude_from_primary_2021_aligned_model,hold_for_descriptive_context_or_bridge_validation,time_misaligned_public_ndia_poc_layer,NDIA public source period does not define the 2021-aligned primary model. Use only as proof-of-concept service-system context unless separately justified.
2026-06-19T02:42:36.425117+00:00,public_data_downloads,,participant_numbers_plan_budgets,plan_budget_context,participant_numbers_plan_budgets,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participant_numbers_plan_budgets__Utilisation_of_Plan_budgets_data_December_2024.xlsx,participant_numbers_plan_budgets__Utilisation_of_Plan_budgets_data_December_2024.xlsx,.xlsx,5012066,2026-06-19T00:46:38.262434+00:00,683ddfec669e5832d4d9898bbda8873c7f67cb3da6392d1469a64537f92c0bfa,Utilisation of Plan budgets data December 2024 (CSV 4.8MB),https://dataresearch.ndis.gov.au/datasets/participant-datasets,https://dataresearch.ndis.gov.au/media/4253/download?attachment,2024-12-31,2024-12-31,detected_from_filename_or_metadata,in::RprtDt | in::StateCd | in::SrvcDstrctNm | in::DsbltyGrpNm | in::AgeBnd | in::SILorSDA | in::suppclass | in::Utlstn,in,500,8,2024-12-31,2024-12-31,in::RprtDt,detected_from_excel_sheets,pass,,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,2024-12-31,2024-12-31,content,detected_from_excel_sheets,2024-12-31,context_only_unbridged,Contains LGA/service district/PHN signal. Hold aside until bridge is validated.,exclude_from_primary_2021_aligned_model,hold_for_descriptive_context_or_bridge_validation,time_misaligned_public_ndia_poc_layer,NDIA public source period does not define the 2021-aligned primary model. Use only as proof-of-concept service-system context unless separately justified.
2026-06-19T02:42:35.968713+00:00,public_data_downloads,,participant_numbers_plan_budgets,plan_budget_context,participant_numbers_plan_budgets,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participant_numbers_plan_budgets__Participant_numbers_and_plan_budgets_data_March_2025.csv,participant_numbers_plan_budgets__Participant_numbers_and_plan_budgets_data_March_2025.csv,.csv,7294158,2026-06-19T00:46:19.600518+00:00,ff7de51f0ade22a0c2fd28bec8acad031baea8adb7377d1060f277db0c4516b8,Participant numbers and plan budgets data March 2025 (CSV 6.95MB),https://dataresearch.ndis.gov.au/datasets/participant-datasets,https://dataresearch.ndis.gov.au/media/4314/download?attachment,2025-03-31,2025-03-31,detected_from_filename_or_metadata,RprtDt | StateCd | SrvcDstrctNm | DsbltyGrpNm | AgeBnd | SuppClass | AvgAnlsdCmtdSuppBdgt | ActvPrtcpnt,,5000,8,2025-03-31,2025-03-31,RprtDt,detected_from_content_date_columns,pass,,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,2025-03-31,2025-03-31,content,detected_from_content_date_columns,2025-03-31,context_only_unbridged,Contains LGA/service district/PHN signal. Hold aside until bridge is validated.,exclude_from_primary_2021_aligned_model,hold_for_descriptive_context_or_bridge_validation,time_misaligned_public_ndia_poc_layer,NDIA public source period does not define the 2021-aligned primary model. Use only as proof-of-concept service-system context unless separately justified.
2026-06-19T02:42:36.538520+00:00,public_data_downloads,,participant_numbers_plan_budgets,plan_budget_context,participant_numbers_plan_budgets,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participant_numbers_plan_budgets__Utilisation_of_Plan_budgets_data_March_2025.csv,participant_numbers_plan_budgets__Utilisation_of_Plan_budgets_data_March_2025.csv,.csv,9577345,2026-06-19T00:46:36.784277+00:00,f25893cceebe738a0a6f3cb5a115968f5217b86519add0df7daaabd7eef81885,Utilisation of Plan budgets data March 2025 (CSV 9.2MB),https://dataresearch.ndis.gov.au/datasets/participant-datasets,https://dataresearch.ndis.gov.au/media/4315/download?attachment,2025-03-31,2025-03-31,detected_from_filename_or_metadata,RprtDt | StateCd | SrvcDstrctNm | DsbltyGrpNm | AgeBnd | SILorSDA | suppclass | Utlstn,,5000,8,2025-03-31,2025-03-31,RprtDt,detected_from_content_date_columns,pass,,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,2025-03-31,2025-03-31,content,detected_from_content_date_columns,2025-03-31,context_only_unbridged,Contains LGA/service district/PHN signal. Hold aside until bridge is validated.,exclude_from_primary_2021_aligned_model,hold_for_descriptive_context_or_bridge_validation,time_misaligned_public_ndia_poc_layer,NDIA public source period does not define the 2021-aligned primary model. Use only as proof-of-concept service-system context unless separately justified.
2026-06-19T02:42:35.944110+00:00,public_data_downloads,,participant_numbers_plan_budgets,plan_budget_context,participant_numbers_plan_budgets,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participant_numbers_plan_budgets__Participant_numbers_and_plan_budgets_data_June_2025_0.csv,participant_numbers_plan_budgets__Participant_numbers_and_plan_budgets_data_June_2025_0.csv,.csv,7320918,2026-06-19T00:46:17.351231+00:00,c6ebe817dceabf721df6b3f5bef37e370e1be7cde777bd0834fa3618ae4d07b4,Participant numbers and plan budgets data June 2025 (CSV 7.1MB),https://dataresearch.ndis.gov.au/datasets/participant-datasets,https://dataresearch.ndis.gov.au/media/4366/download?attachment,2025-06-30,2025-06-30,detected_from_filename_or_metadata,RprtDt | StateCd | SrvcDstrctNm | DsbltyGrpNm | AgeBnd | SuppClass | AvgAnlsdCmtdSuppBdgt | ActvPrtcpnt,,5000,8,2025-06-30,2025-06-30,RprtDt,detected_from_content_date_columns,pass,,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,2025-06-30,2025-06-30,content,detected_from_content_date_columns,2025-06-30,context_only_unbridged,Contains LGA/service district/PHN signal. Hold aside until bridge is validated.,exclude_from_primary_2021_aligned_model,hold_for_descriptive_context_or_bridge_validation,time_misaligned_public_ndia_poc_layer,NDIA public source period does not define the 2021-aligned primary model. Use only as proof-of-concept service-system context unless separately justified.
2026-06-19T02:42:36.511600+00:00,public_data_downloads,,participant_numbers_plan_budgets,plan_budget_context,participant_numbers_plan_budgets,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participant_numbers_plan_budgets__Utilisation_of_Plan_budgets_data_June_2025.csv,participant_numbers_plan_budgets__Utilisation_of_Plan_budgets_data_June_2025.csv,.csv,9615251,2026-06-19T00:46:34.745551+00:00,a0b7334c148d02760f4abe03949a27876a85e288eaa4eb56bca9f6ca7bc64902,Utilisation of Plan budgets data June 2025 (CSV 9.3MB),https://dataresearch.ndis.gov.au/datasets/participant-datasets,https://dataresearch.ndis.gov.au/media/4367/download?attachment,2025-06-30,2025-06-30,detected_from_filename_or_metadata,RprtDt | StateCd | SrvcDstrctNm | DsbltyGrpNm | AgeBnd | SILorSDA | suppclass | Utlstn,,5000,8,2025-06-30,2025-06-30,RprtDt,detected_from_content_date_columns,pass,,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,2025-06-30,2025-06-30,content,detected_from_content_date_columns,2025-06-30,context_only_unbridged,Contains LGA/service district/PHN signal. Hold aside until bridge is validated.,exclude_from_primary_2021_aligned_model,hold_for_descriptive_context_or_bridge_validation,time_misaligned_public_ndia_poc_layer,NDIA public source period does not define the 2021-aligned primary model. Use only as proof-of-concept service-system context unless separately justified.
2026-06-19T02:42:36.018218+00:00,public_data_downloads,,participant_numbers_plan_budgets,plan_budget_context,participant_numbers_plan_budgets,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participant_numbers_plan_budgets__Participant_numbers_and_plan_budgets_data_September_2025.csv,participant_numbers_plan_budgets__Participant_numbers_and_plan_budgets_data_September_2025.csv,.csv,7170286,2026-06-19T00:46:15.134081+00:00,938f5be664f30b623553ce913c8d9cc502f11244ee34c05e7a00782f688a4571,Participant numbers and plan budgets data September 2025 (CSV 6.9MB),https://dataresearch.ndis.gov.au/datasets/participant-datasets,https://dataresearch.ndis.gov.au/media/4396/download?attachment,2025-09-30,2025-09-30,detected_from_filename_or_metadata,RprtDt | StateCd | SrvcDstrctNm | DsbltyGrpNm | AgeBnd | SuppClass | AvgAnlsdCmtdSuppBdgt | ActvPrtcpnt,,5000,8,2025-09-30,2025-09-30,RprtDt,detected_from_content_date_columns,pass,,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,2025-09-30,2025-09-30,content,detected_from_content_date_columns,2025-09-30,context_only_unbridged,Contains LGA/service district/PHN signal. Hold aside until bridge is validated.,exclude_from_primary_2021_aligned_model,hold_for_descriptive_context_or_bridge_validation,time_misaligned_public_ndia_poc_layer,NDIA public source period does not define the 2021-aligned primary model. Use only as proof-of-concept service-system context unless separately justified.
2026-06-19T02:42:36.590673+00:00,public_data_downloads,,participant_numbers_plan_budgets,plan_budget_context,participant_numbers_plan_budgets,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participant_numbers_plan_budgets__Utilisation_of_Plan_budgets_data_September_2025.csv,participant_numbers_plan_budgets__Utilisation_of_Plan_budgets_data_September_2025.csv,.csv,9677945,2026-06-19T00:46:32.485054+00:00,30ff4079dbb5a907526fc9007d8dcb14f401a70d6106e07678dba0b038a06ff9,Utilisation of Plan budgets data September 2025 (CSV 9.3MB),https://dataresearch.ndis.gov.au/datasets/participant-datasets,https://dataresearch.ndis.gov.au/media/4398/download?attachment,2025-09-30,2025-09-30,detected_from_filename_or_metadata,RprtDt | StateCd | SrvcDstrctNm | DsbltyGrpNm | AgeBnd | SILorSDA | suppclass | Utlstn,,5000,8,2025-09-30,2025-09-30,RprtDt,detected_from_content_date_columns,pass,,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,2025-09-30,2025-09-30,content,detected_from_content_date_columns,2025-09-30,context_only_unbridged,Contains LGA/service district/PHN signal. Hold aside until bridge is validated.,exclude_from_primary_2021_aligned_model,hold_for_descriptive_context_or_bridge_validation,time_misaligned_public_ndia_poc_layer,NDIA public source period does not define the 2021-aligned primary model. Use only as proof-of-concept service-system context unless separately justified.
2026-06-19T02:42:35.919793+00:00,public_data_downloads,,participant_numbers_plan_budgets,plan_budget_context,participant_numbers_plan_budgets,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\participant_numbers_plan_budgets__Participant_numbers_and_plan_budgets_data_December_2025.csv,participant_numbers_plan_budgets__Participant_numbers_and_plan_budgets_data_December_2025.csv,.csv,7180434,2026-06-19T00:46:13.321580+00:00,2ce100485b6c4da963a9708a23e69066f622f26dd546c9fa6a1bb086b2e4a94b,Participant numbers and plan budgets data December 2025 (CSV 6.9MB),https://dataresearch.ndis.gov.au/datasets/participant-datasets,https://dataresearch.ndis.gov.au/media/4484/download?attachment,2025-12-31,2025-12-31,detected_from_filename_or_metadata,RprtDt | StateCd | SrvcDstrctNm | DsbltyGrpNm | AgeBnd | SuppClass | AvgAnlsdCmtdSuppBdgt | ActvPrtcpnt,,5000,8,2025-12-31,2025-12-31,RprtDt,detected_from_content_date_columns,pass,,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,2025-12-31,2025-12-31,content,detected_from_content_date_columns,2025-12-31,context_only_unbridged,Contains LGA/service district/PHN signal. Hold aside until bridge is validated.,exclude_from_primary_2021_aligned_model,hold_for_descriptive_context_or_bridge_validation,time_misaligned_public_ndia_poc_layer,NDIA public source period does not define the 2021-aligned primary model. Use only as proof-of-concept service-system context unless separately justified.
