workbook_path,workbook_name,sheet_name,sheet_index,sheet_rows_reported,sheet_columns_reported,sample_rows_read,sample_columns_read,sample_read_status,detected_geography_terms,header_text_sample
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 14. NT_all domains,14,45.0,19.0,25,16,ok,STATE_TERRITORY,Table 14 — Northern Territory trends (2009 – 2024) – all domains | AEDC domain | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Physical health and wellbeing | 2024 | 1771 | 65.6655543196144 | 361 | 13.3852428624397 | 565 | 20.9492028179459 | 2697 | Significant increase | Significant increase | Significant decrease | No significant change | No significant change | Significant decrease | 2021 | 2006 | 67.3154362416107 | 430 | 14.4295302013423 | 544 | 18.255033557047 | 2980 | 2018 | 2161 | 67.679298465393 | 469 | 14.6883808330723 | 563 | 17.6323207015346 | 3193 | 2015 | 2249 | 68.9243027888446 | 496 | 15.2007355194606 | 518 | 15.8749616916948 | 
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 15.ACT_summary indicators,15,29.0,15.0,24,8,ok,STATE_TERRITORY,Table 15 — Australian Capital Territory trends (2009 – 2024) – summary indicators | Summary indicators | Cycle | Number | Percentage | Total | Significant change in summary indicator | n | % | n | 2009 vs 2024 | 2021 vs 2024 | Developmentally vulnerable on one or more domains | 2024 | 1368 | 28.0557834290402 | 4876 | Significant increase | Significant increase | 2021 | 1474 | 26.6980619452998 | 5521 | 2018 | 1350 | 24.6260488872674 | 5482 | 2015 | 1161 | 22.5130890052356 | 5157 | 2012 | 1010 | 21.985198084458 | 4594 | 2009 | 927 | 22.177033492823 | 4180 | Developmentally vulnerable on two or more domains | 2024 | 728 | 14.8510811913505 | 4902 | Significant increase | Significant increase | 2021 | 735 | 13.2863340563991 | 5532 | 2018 | 680 | 12.4064951651159 | 5481 | 2015 | 531 | 10.294687863513 | 5158 | 2012 | 454 | 9.83535528596187 | 4616 | 2009 | 456 | 10.8830548926014 | 4190 | Developmentally on track on five domains | 2024 | 2147 | 43.8342180481829 | 4898 | Significant decrease | S
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 16. ACT_all domains,16,45.0,19.0,25,16,ok,STATE_TERRITORY,Table 16 — Australian Capital Territory trends (2009 – 2024) – all domains | AEDC domain | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Physical health and wellbeing | 2024 | 3385 | 68.7309644670051 | 859 | 17.4416243654822 | 681 | 13.8274111675127 | 4925 | Significant increase | Significant increase | Significant increase | No significant change | Significant decrease | Significant decrease | 2021 | 3898 | 70.4245709123758 | 929 | 16.7841011743451 | 708 | 12.7913279132791 | 5535 | 2018 | 3840 | 70.0218818380744 | 978 | 17.8336980306346 | 666 | 12.144420131291 | 5484 | 2015 | 3755 | 72.7008712487899 | 846 | 16.379477250726 | 564 | 10.9196515
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Contents,0,37.0,4.0,25,3,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Contents | Tables | 1.1 | HOMELESS PERSONS, Selected characteristics, 2006, 2011, 2016 and 2021 | 1.2 | PERSONS IN OTHER MARGINAL HOUSING, Selected characteristics, 2006, 2011, 2016 and 2021 | 1.3 | STATE AND TERRITORY OF USUAL RESIDENCE, Number of homeless persons, by selected characteristics, 2006, 2011, 2016 and 2021 | 1.4 | STATE AND TERRITORY OF USUAL RESIDENCE, Proportion of homeless persons, by selected characteristics, 2006, 2011, 2016 and 2021 | 1.5 | STATE AND TERRITORY OF USUAL RESIDENCE, Rate of homeless persons per 10,000 of the population, by selected characteristics, 2006, 2011, 2016 and 2021 | 1.6 | STATE AND TERRITORY OF USUAL RESIDENCE, Number of homeless persons, Homeless operational groups by selected characteristics, 2021 | 1.7 | STATE AND TERRITORY OF USUAL RESIDENCE, Rate of homeless persons per 10,000 of the population,"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.1,1,63.0,21.0,25,17,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.1 HOMELESS PERSONS, Selected characteristics, 2006, 2011, 2016 and 2021(a) | 2006 | 2011 | 2016 | 2021 | no. | % | Rate per 10,000 of the population(b) | no. | % | Rate per 10,000 of the population(b) | no. | % | Rate per 10,000 of the population(c) | no. | % | Rate per 10,000 of the population(c) | HOMELESS PERSONS | Homeless operational groups(d) | People living in improvised dwellings, tents, or sleeping out | 7252 | 8 | 3.7 | 6810 | 7 | 3.2 | 8200 | 7 | 3.5 | 7636 | 6 | 3 | People in supported accommodation for the homeless(e) | 17334 | 19 | 8.7 | 21258 | 21 | 9.9 | 21235 | 18 | 9.1 | 24291 | 20 | 9.6 | People staying temporarily with other households(f) | 17661 | 20 | 8.9 | 17374 | 17 | 8.1 | 17725 | 15 | 7.6 | 16597 | 14 | 6.5 | People living in boarding houses(g) | 15459 | 17 | 7.8 | 14944 | 15 | 6.9 | 17503 | 15 | 7.5 | 22137 |"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.2,2,115.0,18.0,25,13,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.2 PERSONS IN OTHER MARGINAL HOUSING, Selected characteristics, 2006, 2011, 2016 and 2021(a)(b)(c) | 2006 | 2011 | 2016 | 2021 | no. | % | no. | % | no. | % | no. | % | PEOPLE LIVING IN OTHER CROWDED DWELLINGS(d) | Age groups (years) | Under 12 | 10261 | 24 | 13343 | 22 | 15302 | 19 | 16552 | 20 | 12–18 | 7073 | 16 | 9043 | 15 | 9656 | 12 | 10809 | 13 | 19–24 | 8252 | 19 | 11688 | 19 | 16842 | 21 | 13837 | 17 | 25–34 | 6386 | 15 | 11278 | 19 | 18009 | 22 | 16594 | 20 | 35–44 | 4774 | 11 | 6321 | 10 | 8309 | 10 | 8723 | 11 | 45–54 | 3703 | 9 | 5172 | 8 | 6800 | 8 | 7209 | 9 | 55–64 | 1525 | 4 | 2467 | 4 | 3642 | 5 | 4207 | 5 | 65–74 | 711 | 2 | 947 | 2 | 1540 | 2 | 2093 | 3 | 75 and over | 468 | 1 | 636 | 1 | 796 | 1 | 1011 | 1 | Selected age groups (years) | 12–24 | 15321 | 36 | 20725 | 34 | 26503 | 33 | 24648 | 30 | 55 and over | 2708 "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.3,3,157.0,12.0,25,10,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.3 STATE AND TERRITORY OF USUAL RESIDENCE, Number of homeless persons, by selected characteristics, 2006, 2011, 2016 and 2021(a) | NSW | Vic. | Qld | SA | WA | Tas. | NT | ACT | Aust.(b)(c) | no. | no. | no. | no. | no. | no. | no. | no. | no. | 2021 | Homeless operational groups(d) | People living in improvised dwellings, tents, or sleeping out | 963 | 1023 | 2050 | 323 | 2315 | 231 | 662 | 59 | 7636 | People in supported accommodation for the homeless(e) | 5043 | 7831 | 4137 | 2501 | 1614 | 531 | 1769 | 862 | 24291 | People staying temporarily with other households(f) | 4100 | 2549 | 4968 | 1337 | 2125 | 588 | 653 | 269 | 16597 | People living in boarding houses(g) | 8842 | 8599 | 2946 | 658 | 631 | 261 | 62 | 138 | 22137 | People in other temporary lodgings(g) | 1427 | 1583 | 485 | 257 | 107 | 29 | 44 | 6 | 3934 | People living in 's"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.4,4,157.0,12.0,25,11,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.4 STATE AND TERRITORY OF USUAL RESIDENCE, Proportion of homeless persons, by selected characteristics, 2006, 2011, 2016 and 2021(a)(b) | NSW | Vic. | Qld | SA | WA | Tas. | NT | ACT | Aust.(c)(d) | 2021 | Homeless operational groups(d) | People living in improvised dwellings, tents, or sleeping out | % | 3 | 3 | 9 | 4 | 24 | 10 | 5 | 3 | 6 | People in supported accommodation for the homeless(e) | % | 14 | 26 | 18 | 34 | 17 | 23 | 13 | 49 | 20 | People staying temporarily with other households(f) | % | 12 | 8 | 22 | 18 | 22 | 25 | 5 | 15 | 14 | People living in boarding houses(g) | % | 25 | 28 | 13 | 9 | 6 | 11 | 0 | 8 | 18 | People in other temporary lodgings(g) | % | 4 | 5 | 2 | 3 | 1 | 1 | 0 | 0 | 3 | People living in 'severely' crowded dwellings(h) | % | 42 | 30 | 35 | 32 | 30 | 30 | 76 | 25 | 39 | Age groups (years) | Under 12 | % "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.5,5,155.0,11.0,25,10,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.5 STATE AND TERRITORY OF USUAL RESIDENCE, Rate of homeless persons per 10,000 of the population, by selected characteristics, 2006, 2011, 2016 and 2021(a)(b)(c) | Rate per 10,000 of the population(b)(c) | NSW | Vic. | Qld | SA | WA | Tas. | NT | ACT | Aust.(d)(e) | 2021 | Homeless operational groups(f) | People living in improvised dwellings, tents, or sleeping out | 1.2 | 1.6 | 4 | 1.8 | 8.7 | 4.1 | 28.5 | 1.3 | 3 | People in supported accommodation for the homeless(g) | 6.2 | 12 | 8 | 14 | 6.1 | 9.5 | 76.1 | 19 | 9.6 | People staying temporarily with other households(h) | 5.1 | 3.9 | 9.6 | 7.5 | 8 | 10.5 | 28.1 | 5.9 | 6.5 | People living in boarding houses(i) | 11 | 13.2 | 5.7 | 3.7 | 2.4 | 4.7 | 2.7 | 3 | 8.7 | People in other temporary lodgings(i) | 1.8 | 2.4 | 0.9 | 1.4 | 0.4 | 0.5 | 1.9 | 0.1 | 1.5 | People living in 'severely' "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.6,6,251.0,12.0,25,10,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.6 STATE AND TERRITORY OF USUAL RESIDENCE, Number of homeless persons, Homeless operational groups by selected characteristics, 2021(a)(b) | NSW | Vic. | Qld | SA | WA | Tas. | NT | ACT | Aust.(c) | no. | no. | no. | no. | no. | no. | no. | no. | no. | PEOPLE LIVING IN IMPROVISED DWELLINGS, TENTS, OR SLEEPING OUT | Age groups (years) | Under 12 | 21 | 4 | 68 | 11 | 58 | 8 | 41 | 0 | 208 | 12–18 | 16 | 12 | 68 | 4 | 58 | 5 | 18 | 0 | 179 | 19–24 | 64 | 25 | 165 | 15 | 113 | 9 | 26 | 4 | 421 | 25–34 | 147 | 157 | 320 | 47 | 380 | 39 | 109 | 9 | 1202 | 35–44 | 170 | 269 | 477 | 74 | 571 | 45 | 137 | 14 | 1755 | 45–54 | 213 | 278 | 440 | 75 | 569 | 31 | 170 | 10 | 1775 | 55–64 | 202 | 185 | 328 | 71 | 328 | 41 | 116 | 7 | 1280 | 65–74 | 117 | 87 | 145 | 33 | 188 | 54 | 40 | 8 | 670 | 75 and over | 22 | 20 | 38 | 4 | 54 | 0 | 10 | 0 | 149 | "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.7,7,247.0,20.0,25,10,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.7 STATE AND TERRITORY OF USUAL RESIDENCE, Rate of homeless persons per 10,000 of the population, Homeless operational groups by selected characteristics, 2021(a)(b)(c) | Rate per 10,000 of the population(c) | NSW | Vic. | Qld | SA | WA | Tas. | NT | ACT | Aust.(d) | PEOPLE LIVING IN IMPROVISED DWELLINGS, TENTS, OR SLEEPING OUT | Age groups (years) | Under 12 | 0.2 | 0 | 0.9 | 0.5 | 1.4 | 1.1 | 10.3 | 0 | 0.6 | 12–18 | 0.2 | 0.2 | 1.5 | 0.3 | 2.6 | 1.1 | 8.7 | 0 | 0.8 | 19–24 | 1.1 | 0.5 | 4.3 | 1.2 | 6 | 2.5 | 14 | 1 | 2.3 | 25–34 | 1.3 | 1.6 | 4.6 | 2 | 10.2 | 5.1 | 25.4 | 1.2 | 3.3 | 35–44 | 1.5 | 2.9 | 6.9 | 3.3 | 15.1 | 6.8 | 38.3 | 2 | 5 | 45–54 | 2.1 | 3.4 | 6.5 | 3.3 | 16.3 | 4.5 | 56.8 | 1.8 | 5.5 | 55–64 | 2.1 | 2.5 | 5.3 | 3.1 | 10.5 | 5.4 | 47.9 | 1.5 | 4.3 | 65–74 | 1.5 | 1.4 | 2.9 | 1.7 | 7.6 | 8.1 | 27.6 | 2.2 | 2.7 | 75 "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.8,8,115.0,24.0,25,12,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.8 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Number of persons, by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | ` | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | no. | no. | no. | no. | no. | no. | no. | no. | no. | PERSONS | Age groups (years) | Under 12 | 208 | 5579 | 1692 | 170 | 388 | 9617 | 17646 | 16552 | 272 | 378 | 12–18 | 179 | 3359 | 942 | 315 | 261 |"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.9,9,115.0,13.0,25,13,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.9 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Proportion of persons, by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | PROPORTION OF PERSONS | Age groups (years) | Under 12 | % | 3 | 23 | 10 | 1 | 10 | 20 | 14 | 20 | 10 | 4 | 12–18 | % | 2 | 14 | 6 | 1 | 7 | 13 | 9 | 13 | 6 | 2 | 19–24 | % | 6 | 13 | 10 | 15 | 8 | 17 | 14 | "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.10,10,90.0,21.0,25,12,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.10 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Number of persons aged 15 years and over, by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | no. | no. | no. | no. | no. | no. | no. | no. | no. | PERSONS AGED 15 YEARS AND OVER | Total personal income (weekly) | Under $400(h) | 2753 | 5897 | 5446 | 4573 | 922 | 16555 | 361"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.11,11,109.0,13.0,25,13,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.11 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Proportion of persons aged 15 years and over, by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | PERSONS AGED 15 YEARS AND OVER | Total personal income (weekly) | Under $400(h) | % | 37 | 34 | 37 | 21 | 27 | 46 | 36 | 40 | 30 | 31 | $400–$649 | % | 14 | 18 | 21 | 18 | 12 | 17 | 1"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.12,12,70.0,12.0,25,11,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.12 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Sex by age of person, 2021(a) | AGE OF PERSON (YEARS) | Under 12 | 12–18 | 19–24 | 25–34 | 35–44 | 45–54 | 55–64 | 65–74 | 75 and over | Total | no. | no. | no. | no. | no. | no. | no. | no. | no. | no. | PEOPLE LIVING IN IMPROVISED DWELLINGS, TENTS, OR SLEEPING OUT | Sex | Male | 116 | 89 | 245 | 735 | 1153 | 1236 | 905 | 468 | 112 | 5066 | Female | 87 | 94 | 174 | 463 | 597 | 538 | 377 | 200 | 37 | 2566 | Total | 208 | 179 | 421 | 1202 | 1755 | 1775 | 1280 | 670 | 149 | 7636 | PEOPLE IN SUPPORTED ACCOMMODATION FOR THE HOMELESS | Sex | Male | 2926 | 1582 | 1374 | 1379 | 1479 | 1316 | 726 | 353 | 146 | 11284 | Female | 2650 | 1777 | 1853 | 2226 | 1984 | 1292 | 694 | 317 | 223 | 13010 | Total | 5579 | 3359 | 3227 | 3600 | 3462 | 2606 | 1419 | 668 | 368 | 24291 | PEOPLE STAYING T"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.13,13,59.0,14.0,25,12,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.13 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Rate per 10,000 of the population, 2021(a)(b)(c) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | Rate per 10,000 of the population(c) | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(d) | People living in boarding houses(e) | People in other temporary lodgings(e) | People living in 'severely' crowded dwellings(f) | All homeless persons | People living in other crowded dwellings(g) | People in other improvised dwellings | People who are marginally housed in caravan parks(h) | RATE PER 10,000 OF THE POPULATION | Age groups (years) | Under 12 | 0.6 | 15.1 | 4.6 | 0.5 | 1.1 | 26.1 | 47.9 | 44.9 | 0.7 | 1 | 12–18 | 0.8 | 15.8 | 4.4 | 1.5 | 1.2 | 29.4 | 53.3 "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.14,14,56.0,8.0,25,6,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.14 PEOPLE STAYING TEMPORARILY WITH OTHER HOUSEHOLDS, Visited dwelling characteristics, 2021(a) | HOMELESS VISITORS | DWELLINGS VISITED | no. | % | no. | % | PEOPLE STAYING TEMPORARILY WITH OTHER HOUSEHOLDS(b) | Household composition(c) | One family household | 8321 | 50 | 6307 | 50 | Multiple family household | 309 | 2 | 214 | 2 | Lone person household | 4503 | 27 | 3558 | 28 | Group household | 743 | 4 | 596 | 5 | Visitors only(d) | 2722 | 16 | 1831 | 15 | Dwelling structure(e) | Separate house | 11884 | 72 | 8880 | 71 | Semi-detached, row or terrace house, townhouse etc. | 1757 | 11 | 1402 | 11 | Flat or apartment | 1361 | 8 | 1149 | 9 | Caravan, cabin, houseboat | 270 | 2 | 186 | 1 | House or flat attached to a shop, office, etc. | 38 | 0 | 26 | 0 | Not stated | 1295 | 8 | 859 | 7 | Tenure type | Owned outright | 4072 | 25 | 2971 | "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,abs_homelessness_census__001__download_xlsx_178_37_kb.xlsx,Table_1.15,15,66.0,11.0,25,6,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO001_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 1.15 PEOPLE LIVING IN 'SEVERELY' CROWDED DWELLINGS, Selected dwelling characteristics, 2021(a) | PERSONS | DWELLINGS | no. | % | no. | % | PEOPLE LIVING IN 'SEVERELY' CROWDED DWELLINGS(b) | Household composition(c) | One family household | 16652 | 35 | 2014 | 39 | Multiple family household | 26767 | 56 | 2475 | 48 | Lone person household | 0 | 0 | 0 | 0 | Group household | 4480 | 9 | 618 | 12 | Visitors only(d) | 0 | 0 | 0 | 0 | Dwelling structure(e) | Separate house | 40664 | 85 | 4166 | 82 | Semi-detached, row or terrace house, townhouse etc. | 3347 | 7 | 387 | 8 | Flat or apartment | 3258 | 7 | 458 | 9 | Caravan, cabin, houseboat | 262 | 1 | 41 | 1 | House or flat attached to a shop, office, etc. | 77 | 0 | 11 | 0 | Not stated | 203 | 0 | 21 | 0 | Tenure type | Owned outright | 4609 | 10 | 505 | 10 | Owned with a mortgage | 8800 | 18 "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Contents,0,31.0,4.0,25,3,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO002_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Contents | Tables | 2.1 | TOTAL POPULATION, All persons by selected characteristics, 2021 | 2.2 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, New South Wales, by selected characteristics, 2021 | 2.3 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Victoria, by selected characteristics, 2021 | 2.4 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Queensland, by selected characteristics, 2021 | 2.5 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, South Australia, by selected characteristics, 2021 | 2.6 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Western Australia, by selected characteristics, 2021 | 2.7 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Tasmania, by selected characteristics, 2021 | 2.8 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Northern Territory, by selec"
