workbook_path,workbook_name,sheet_name,sheet_index,sheet_rows_reported,sheet_columns_reported,sample_rows_read,sample_columns_read,sample_read_status,detected_geography_terms,header_text_sample
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__003__download_xlsx_194_kb.xlsx,aedc_child_development__003__download_xlsx_194_kb.xlsx,Table 27. Language geographic,27,57.0,20.0,25,17,ok,unknown,"Table 27 — National trends of the language and cognitive skills (school-based) domain, by collection cycle – geographic location | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total^ | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Geographic location | Major Cities | 2024 | 161767 | 83.0336565359997 | 19573 | 10.0466582144635 | 13481 | 6.91968524953675 | 194821 | Significant decrease | Significant increase | Significant decrease | Significant increase | Significant increase | Significant decrease | 2021 | 175969 | 84.1288737175258 | 19864 | 9.49676333629749 | 13333 | 6.37436294617672 | 209166 | 2018 | 181967 | 85.8460435252325 | 17762 | 8.37952719501437 | 12240 | 5.77442927975317 | 211969 | 201"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__003__download_xlsx_194_kb.xlsx,aedc_child_development__003__download_xlsx_194_kb.xlsx,Table 28. Language gender,28,22.0,20.0,22,17,ok,unknown,"Table 28 — National trends of the language and cognitive skills (school-based) domain, by collection cycle – gender | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total^ | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Gender | Male | 2024 | 105836 | 79.000365756257 | 15711 | 11.7273399069934 | 12422 | 9.27229433674955 | 133969 | Significant decrease | Significant increase | Significant decrease | Significant increase | Significant increase | Significant decrease | 2021 | 115800 | 80.0138193124892 | 16360 | 11.3041976161686 | 12565 | 8.6819830713422 | 144725 | 2018 | 120884 | 81.5543936582898 | 15327 | 10.3403609377635 | 12014 | 8.1052454039467 | 148225 | 2015 | 117474 | 81.4073067967624 | 15117"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__003__download_xlsx_194_kb.xlsx,aedc_child_development__003__download_xlsx_194_kb.xlsx,Table 29. Language First Nation,29,16.0,20.0,16,17,ok,unknown,"Table 29 — National trends of the language and cognitive skills (school-based) domain, by collection cycle – First Nations children | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total^ | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | First Nations children | 2024 | 11314 | 59.6541178951808 | 3507 | 18.4909838658652 | 4145 | 21.8548982389539 | 18966 | Significant decrease | Significant decrease | Significant decrease | No significant change | Significant increase | No significant change | 2021 | 10989 | 59.4128460207612 | 3350 | 18.1120242214533 | 4157 | 22.4751297577855 | 18496 | 2018 | 10966 | 62.602043728949 | 2925 | 16.6980647371125 | 3626 | 20.6998915339385 | 17517 | 2015 | 9972 | 62.839498"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__003__download_xlsx_194_kb.xlsx,aedc_child_development__003__download_xlsx_194_kb.xlsx,Table 30. Language language,30,31.0,20.0,25,17,ok,unknown,"Table 30 — National trends of the language and cognitive skills (school-based) domain, by collection cycle – language diversity | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total^ | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Language diversity | LBOTE - Total1 | 2024 | 58575 | 78.0885470131047 | 8975 | 11.9649118129341 | 7461 | 9.94654117396115 | 75011 | Significant decrease | Significant increase | Significant decrease | Significant increase | Significant increase | Significant decrease | 2021 | 62651 | 80.6267292966991 | 8303 | 10.6852840872531 | 6751 | 8.68798661604787 | 77705 | 2018 | 61239 | 81.69884066865 | 7446 | 9.93369531864936 | 6272 | 8.36746401270062 | 74957 | 2015 | 50088 | 80"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__003__download_xlsx_194_kb.xlsx,aedc_child_development__003__download_xlsx_194_kb.xlsx,Table 31. Comm overall juris,31,71.0,20.0,25,17,ok,STATE_TERRITORY,"Table 31 — National trends of the communication skills and general knowledge domain, by collection cycle – overall and jurisdiction | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total^ | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Overall | Australia | 2024 | 203346 | 75.9226831645092 | 40744 | 15.2124644834654 | 23743 | 8.86485235202533 | 267833 | Significant decrease | Significant increase | Significant decrease | Significant increase | Significant increase | Significant decrease | 2021 | 222056 | 77.1022423455393 | 41882 | 14.5422601231936 | 24064 | 8.35549753126714 | 288002 | 2018 | 227163 | 77.3010331169096 | 42473 | 14.4530877809084 | 24232 | 8.24587910218193 | 293868 | 2015 | 219023 |"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__003__download_xlsx_194_kb.xlsx,aedc_child_development__003__download_xlsx_194_kb.xlsx,Table 32. Comm socio-ec,32,43.0,20.0,25,17,ok,unknown,"Table 32 — National trends of the communication skills and general knowledge domain, by collection cycle – socio-economic status | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total^ | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Socio-economic status | Quintile 1 (most disadvantaged) | 2024 | 33592 | 66.2185337775237 | 9475 | 18.6776794338544 | 7662 | 15.1037867886219 | 50729 | Significant increase | Significant increase | No significant change | Significant increase | Significant decrease | Significant decrease | 2021 | 37253 | 67.1527715187021 | 10120 | 18.2424515547544 | 8102 | 14.6047769265435 | 55475 | 2018 | 37192 | 66.9691731489484 | 10215 | 18.3934745030251 | 8129 | 14.6373523480265 |"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__003__download_xlsx_194_kb.xlsx,aedc_child_development__003__download_xlsx_194_kb.xlsx,Table 33. Comm geographic,33,57.0,20.0,25,17,ok,unknown,"Table 33 — National trends of the communication skills and general knowledge domain, by collection cycle – geographic location | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total^ | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Geographic location | Major Cities | 2024 | 148619 | 76.1449746130475 | 29473 | 15.1004974920458 | 17087 | 8.75452789490673 | 195179 | Significant decrease | Significant increase | Significant decrease | Significant increase | Significant increase | Significant decrease | 2021 | 162423 | 77.5766462404058 | 29968 | 14.3133480759035 | 16980 | 8.11000568369067 | 209371 | 2018 | 164570 | 77.5743005962903 | 30535 | 14.3934573051451 | 17040 | 8.03224209856466 | 212145 | 2015 "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__003__download_xlsx_194_kb.xlsx,aedc_child_development__003__download_xlsx_194_kb.xlsx,Table 34. Comm gender,34,22.0,20.0,22,17,ok,unknown,"Table 34 — National trends of the communication skills and general knowledge domain, by collection cycle – gender | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total^ | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Gender | Male | 2024 | 96188 | 71.6558896272237 | 23072 | 17.1876396793707 | 14976 | 11.1564706934056 | 134236 | Significant decrease | Significant increase | Significant decrease | Significant increase | Significant increase | Significant decrease | 2021 | 105680 | 72.9426218758844 | 23913 | 16.5052698421463 | 15288 | 10.5521082819693 | 144881 | 2018 | 108284 | 72.9888040335138 | 24469 | 16.4933235371435 | 15604 | 10.5178724293427 | 148357 | 2015 | 103727 | 71.8132096372196 | 25066"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__003__download_xlsx_194_kb.xlsx,aedc_child_development__003__download_xlsx_194_kb.xlsx,Table 35. Comm First Nations,35,16.0,20.0,16,17,ok,unknown,"Table 35 — National trends of the communication skills and general knowledge domain, by collection cycle – First Nations children | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total^ | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | First Nations children | 2024 | 11923 | 62.6635833289536 | 3818 | 20.066221684974 | 3286 | 17.2701949860724 | 19027 | Significant decrease | Significant decrease | Significant decrease | Significant increase | Significant increase | No significant change | 2021 | 11583 | 62.5060709082079 | 3601 | 19.4323026280287 | 3347 | 18.0616264637634 | 18531 | 2018 | 10801 | 61.5546817119736 | 3490 | 19.8894397902775 | 3256 | 18.5558784977489 | 17547 | 2015 | 9468 | 59.539680543"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__003__download_xlsx_194_kb.xlsx,aedc_child_development__003__download_xlsx_194_kb.xlsx,Table 36. Comm language,36,34.0,20.0,25,17,ok,unknown,"Table 36 — National trends of the communication skills and general knowledge domain, by collection cycle – language diversity | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total^ | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Language diversity | LBOTE - Total1 | 2024 | 49083 | 65.256930133617 | 14383 | 19.1225154556937 | 11749 | 15.6205544106894 | 75215 | Significant decrease | Significant increase | Significant decrease | Significant increase | Significant increase | Significant decrease | 2021 | 52422 | 67.3769986118966 | 14246 | 18.3101125906123 | 11136 | 14.3128887974911 | 77804 | 2018 | 50093 | 66.7577328517931 | 13873 | 18.4882124818423 | 11071 | 14.7540546663646 | 75037 | 2015 | 39804"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Contents,0,34.0,1.0,25,1,ok,STATE_TERRITORY,State and Territory trends (2009 - 2024) | Table 1 — New South Wales trends (2009 – 2024) – summary indicators | Table 2 — New South Wales trends (2009 – 2024) – all domains | Table 3 — Victoria trends (2009 – 2024) – summary indicators | Table 4 — Victoria trends (2009 – 2024) – all domains | Table 5 — Queensland trends (2009 – 2024) – summary indicators | Table 6 — Queensland trends (2009 – 2024) – all domains | Table 7 — South Australia trends (2009 – 2024) – summary indicators | Table 8 — South Australia trends (2009 – 2024) – all domains | Table 9 — Western Australia trends (2009 – 2024) – summary indicators | Table 10 — Western Australia trends (2009 – 2024) – all domains | Table 11 — Tasmania trends (2009 – 2024) – summary indicators
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 1. NSW_summary indicators,1,29.0,15.0,24,8,ok,unknown,Table 1 — New South Wales trends (2009 – 2024) – summary indicators | Summary indicators | Cycle | Number | Percentage | Total | Significant change in summary indicator | n | % | n | 2009 vs 2024 | 2021 vs 2024 | Developmentally vulnerable on one or more domains | 2024 | 18329 | 21.8285537347561 | 83968 | Significant increase | Significant increase | 2021 | 19067 | 21.1533554478183 | 90137 | 2018 | 18583 | 19.9292187248646 | 93245 | 2015 | 18378 | 20.2053740270021 | 90956 | 2012 | 17722 | 19.9300502693402 | 88921 | 2009 | 17652 | 21.342038447588 | 82710 | Developmentally vulnerable on two or more domains | 2024 | 9459 | 11.2261004759136 | 84259 | Significant increase | Significant increase | 2021 | 9510 | 10.5279472163488 | 90331 | 2018 | 9001 | 9.63003380836222 | 93468 | 2015 | 8733 | 9.58164642375169 | 91143 | 2012 | 8189 | 9.17432220479498 | 89260 | 2009 | 8526 | 10.2889001520527 | 82866 | Developmentally on track on five domains | 2024 | 45624 | 54.2039419752646 | 84171 | Significa
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 2. NSW_all domains,2,44.0,19.0,25,16,ok,unknown,Table 2 — New South Wales trends (2009 – 2024) – all domains | AEDC domain | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Physical health and wellbeing | 2024 | 66117 | 78.319118692253 | 10529 | 12.4721629945511 | 7774 | 9.20871831319593 | 84420 | Significant increase | No significant change | Significant decrease | No significant change | No significant change | No significant change | 2021 | 70671 | 78.149950237753 | 11246 | 12.4361384496295 | 8513 | 9.41391131261749 | 90430 | 2018 | 73462 | 78.5261515109406 | 12111 | 12.9458797874956 | 7978 | 8.52796870156385 | 93551 | 2015 | 71019 | 77.8188073897131 | 12471 | 13.6650522670991 | 7772 | 8.
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 3. VIC_summary indicators,3,29.0,15.0,24,8,ok,unknown,Table 3 — Victoria trends (2009 – 2024) – summary indicators | Summary indicators | Cycle | Number | Percentage | Total | Significant change in summary indicator | n | % | n | 2009 vs 2024 | 2021 vs 2024 | Developmentally vulnerable on one or more domains | 2024 | 13858 | 22.3080761739186 | 62121 | Significant increase | Significant increase | 2021 | 13777 | 19.9470087450049 | 69068 | 2018 | 14232 | 19.8574039709227 | 71671 | 2015 | 13465 | 19.8980345795774 | 67670 | 2012 | 12407 | 19.512770508304 | 63584 | 2009 | 11641 | 20.3240393177017 | 57277 | Developmentally vulnerable on two or more domains | 2024 | 7360 | 11.8185467683661 | 62275 | Significant increase | Significant increase | 2021 | 7085 | 10.2359247005793 | 69217 | 2018 | 7231 | 10.0671047502367 | 71828 | 2015 | 6707 | 9.89057983837669 | 67812 | 2012 | 6053 | 9.47424439261845 | 63889 | 2009 | 5736 | 9.98955067920585 | 57420 | Developmentally on track on five domains | 2024 | 33483 | 53.782767925983 | 62256 | Significant decre
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 4. VIC_all domains,4,44.0,19.0,25,16,ok,unknown,Table 4 — Victoria trends (2009 – 2024) – all domains | AEDC domain | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Physical health and wellbeing | 2024 | 49886 | 79.9634533388901 | 7198 | 11.5378450293335 | 5302 | 8.49870163177636 | 62386 | Significant increase | Significant increase | No significant change | Significant increase | Significant decrease | Significant decrease | 2021 | 56172 | 81.0679751767932 | 7514 | 10.844277673546 | 5604 | 8.08774714966085 | 69290 | 2018 | 58221 | 80.9839759639459 | 7767 | 10.8037055583375 | 5904 | 8.21231847771658 | 71892 | 2015 | 54934 | 80.9388398579658 | 7602 | 11.2006600757319 | 5335 | 7.8605000663022
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 5. QLD_summary indicators,5,29.0,15.0,24,8,ok,unknown,Table 5 — Queensland trends (2009 – 2024) – summary indicators | Summary indicators | Cycle | Number | Percentage | Total | Significant change in summary indicator | n | % | n | 2009 vs 2024 | 2021 vs 2024 | Developmentally vulnerable on one or more domains | 2024 | 14675 | 25.3629450397511 | 57860 | Significant decrease | Significant increase | 2021 | 15143 | 24.7115651365068 | 61279 | 2018 | 15954 | 25.868694566504 | 61673 | 2015 | 16220 | 26.1499024618311 | 62027 | 2012 | 15217 | 26.2389212677174 | 57994 | 2009 | 15593 | 29.6427960382488 | 52603 | Developmentally vulnerable on two or more domains | 2024 | 7898 | 13.6275795431017 | 57956 | Significant decrease | Significant increase | 2021 | 8088 | 13.1758572941272 | 61385 | 2018 | 8576 | 13.8812903643515 | 61781 | 2015 | 8713 | 14.0299180393862 | 62103 | 2012 | 8001 | 13.7694253704373 | 58107 | 2009 | 8307 | 15.7717865957851 | 52670 | Developmentally on track on five domains | 2024 | 29926 | 51.6588986708096 | 57930 | Significant in
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 6. QLD_all domains,6,44.0,19.0,25,16,ok,unknown,Table 6 — Queensland trends (2009 – 2024) – all domains | AEDC domain | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Physical health and wellbeing | 2024 | 44834 | 77.2640322608441 | 6577 | 11.3343788236511 | 6616 | 11.4015889155049 | 58027 | Significant increase | No significant change | Significant decrease | Significant decrease | Significant increase | Significant increase | 2021 | 46981 | 76.4652268029492 | 7312 | 11.9008479679693 | 7148 | 11.6339252290816 | 61441 | 2018 | 45801 | 74.0589224500356 | 8462 | 13.6828148243969 | 7581 | 12.2582627255676 | 61844 | 2015 | 45387 | 73.0152346326475 | 9069 | 14.5895336304113 | 7705 | 12.395231736
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 7. SA_summary indicators,7,29.0,15.0,24,8,ok,STATE_TERRITORY,Table 7 — South Australia trends (2009 – 2024) – summary indicators | Summary indicators | Cycle | Number | Percentage | Total | Significant change in summary indicator | n | % | n | 2009 vs 2024 | 2021 vs 2024 | Developmentally vulnerable on one or more domains | 2024 | 4299 | 24.4539249146758 | 17580 | Significant increase | Significant increase | 2021 | 4490 | 23.780520099571 | 18881 | 2018 | 4564 | 23.9053006494867 | 19092 | 2015 | 4338 | 23.5109208172999 | 18451 | 2012 | 4115 | 23.7107461826563 | 17355 | 2009 | 3419 | 22.7796655340129 | 15009 | Developmentally vulnerable on two or more domains | 2024 | 2321 | 13.1785146491029 | 17612 | Significant increase | Significant increase | 2021 | 2411 | 12.7424554727551 | 18921 | 2018 | 2490 | 12.997859790155 | 19157 | 2015 | 2259 | 12.2048733048787 | 18509 | 2012 | 2126 | 12.2190930513248 | 17399 | 2009 | 1730 | 11.5095469363316 | 15031 | Developmentally on track on five domains | 2024 | 9337 | 53.0059608288391 | 17615 | Significant incre
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 8. SA_all domains,8,44.0,19.0,25,16,ok,STATE_TERRITORY,Table 8 — South Australia trends (2009 – 2024) – all domains | AEDC domain | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Physical health and wellbeing | 2024 | 13849 | 78.5135211746698 | 1869 | 10.59583876637 | 1921 | 10.8906400589603 | 17639 | Significant increase | No significant change | Significant decrease | Significant decrease | Significant increase | Significant increase | 2021 | 14725 | 77.7126873548659 | 2200 | 11.6107240869749 | 2023 | 10.6765885581592 | 18948 | 2018 | 14924 | 77.7939949958299 | 2188 | 11.4053377814846 | 2072 | 10.8006672226856 | 19184 | 2015 | 14081 | 75.9902860226659 | 2456 | 13.2541824069077 | 1993 | 10.755531
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 9. WA_summary indicators,9,29.0,15.0,24,8,ok,STATE_TERRITORY,Table 9 — Western Australia trends (2009 – 2024) – summary indicators | Summary indicators | Cycle | Number | Percentage | Total | Significant change in summary indicator | n | % | n | 2009 vs 2024 | 2021 vs 2024 | Developmentally vulnerable on one or more domains | 2024 | 7807 | 24.1053509124031 | 32387 | Significant decrease | Significant increase | 2021 | 6852 | 20.3226954561632 | 33716 | 2018 | 6369 | 19.4188670040856 | 32798 | 2015 | 6895 | 21.2986130417323 | 32373 | 2012 | 7048 | 23.0093695928961 | 30631 | 2009 | 6445 | 24.7389835713189 | 26052 | Developmentally vulnerable on two or more domains | 2024 | 4086 | 12.5870248290309 | 32462 | Significant increase | Significant increase | 2021 | 3457 | 10.2332603161447 | 33782 | 2018 | 3086 | 9.38564476885645 | 32880 | 2015 | 3403 | 10.4778619373114 | 32478 | 2012 | 3449 | 11.2089697757556 | 30770 | 2009 | 3177 | 12.1766126250431 | 26091 | Developmentally on track on five domains | 2024 | 17215 | 53.0557524578543 | 32447 | Significant 
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 10. WA_all domains,10,42.0,19.0,25,16,ok,STATE_TERRITORY,Table 10 — Western Australia trends (2009 – 2024) – all domains | AEDC domain | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Physical health and wellbeing | 2024 | 25696 | 79.0135604686203 | 3413 | 10.4947572337874 | 3412 | 10.4916822975923 | 32521 | No significant change | Significant increase | Significant decrease | Significant increase | Significant increase | Significant decrease | 2021 | 27225 | 80.5354237538826 | 3402 | 10.0636000591628 | 3178 | 9.40097618695459 | 33805 | 2018 | 26546 | 80.6893826560078 | 3424 | 10.4076111735919 | 2929 | 8.90300617040032 | 32899 | 2015 | 25620 | 78.8259184050212 | 3676 | 11.310073226263 | 3206 | 9.864
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 11.TAS_summary indicators,11,29.0,15.0,24,8,ok,unknown,Table 11 — Tasmania trends (2009 – 2024) – summary indicators | Summary indicators | Cycle | Number | Percentage | Total | Significant change in summary indicator | n | % | n | 2009 vs 2024 | 2021 vs 2024 | Developmentally vulnerable on one or more domains | 2024 | 1355 | 25.8884218570883 | 5234 | Significant increase | Significant increase | 2021 | 1297 | 23.2062980855251 | 5589 | 2018 | 1255 | 21.5450643776824 | 5825 | 2015 | 1296 | 21.0423770092547 | 6159 | 2012 | 1308 | 21.4919487348012 | 6086 | 2009 | 1243 | 21.8108440077207 | 5699 | Developmentally vulnerable on two or more domains | 2024 | 748 | 14.2639206712433 | 5244 | Significant increase | Significant increase | 2021 | 668 | 11.9413657490168 | 5594 | 2018 | 625 | 10.7020547945205 | 5840 | 2015 | 657 | 10.6690483923352 | 6158 | 2012 | 618 | 10.1245085190039 | 6104 | 2009 | 617 | 10.8264607825934 | 5699 | Developmentally on track on five domains | 2024 | 2561 | 48.8927071401298 | 5238 | Significant decrease | Significant decre
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 12. TAS_all domains,12,44.0,19.0,25,16,ok,unknown,Table 12 — Tasmania trends (2009 – 2024) – all domains | AEDC domain | Cycle | Children by developmental category | Significant change in developmentally vulnerable children | Significant change in at risk children | Significant change in on track children | Developmentally on track | Developmentally at risk | Developmentally vulnerable | Total | n | % | n | % | n | % | n | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | 2009 vs 2024 | 2021 vs 2024 | Physical health and wellbeing | 2024 | 3929 | 74.8808843148466 | 699 | 13.3218982275586 | 619 | 11.7972174575948 | 5247 | Significant increase | No significant change | No significant change | Significant increase | Significant decrease | Significant decrease | 2021 | 4328 | 77.354781054513 | 644 | 11.5102770330652 | 623 | 11.1349419124218 | 5595 | 2018 | 4587 | 78.450487429451 | 706 | 12.0745681546092 | 554 | 9.4749444159398 | 5847 | 2015 | 4810 | 78.0970936840396 | 731 | 11.8688098717324 | 618 | 10.034096444228 | 6159 | 2012 
D:\Good Measure\MentalWellbeingbyGeography\data\raw\aedc\data_workbooks_2024\aedc_child_development__004__download_xlsx_80_kb.xlsx,aedc_child_development__004__download_xlsx_80_kb.xlsx,Table 13. NT_summary indicators,13,29.0,15.0,25,8,ok,STATE_TERRITORY,Table 13 — Northern Territory trends (2009 – 2024) – summary indicators | Summary indicators | Cycle | Number | Percentage | Total | Significant change in summary indicator | n | % | n | 2009 vs 2024 | 2021 vs 2024 | Developmentally vulnerable on one or more domains | 2024 | 1096 | 40.8193668528864 | 2685 | Significant increase | Significant increase | 2021 | 1164 | 39.1523713420787 | 2973 | 2018 | 1141 | 35.7680250783699 | 3190 | 2015 | 1207 | 37.1613300492611 | 3248 | 2012 | 1106 | 35.4828360603144 | 3117 | 2009 | 1109 | 38.7085514834206 | 2865 | Developmentally vulnerable on two or more domains | 2024 | 722 | 26.8801191362621 | 2686 | Significant increase | Significant increase | 2021 | 764 | 25.6806722689076 | 2975 | 2018 | 745 | 23.3982412060301 | 3184 | 2015 | 751 | 23.0721966205837 | 3255 | 2012 | 653 | 20.8626198083067 | 3130 | 2009 | 673 | 23.3842946490619 | 2878 | Developmentally on track on five domains | 2024 | 1001 | 37.184249628529 | 2692 | No significant change | Signifi
