native_geography,relative_path,file_size_mb,estimated_rows
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__cmhcs_by_principal_diag__v20.csv,0.597415,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__cmhcs_by_sex__v20.csv,0.33489,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__early_childhood_development__v20.csv,0.821268,1291
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__education__v20.csv,0.883375,1291
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__estimates_mental_health_females__v20.csv,1.314389,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__estimates_mental_health_males__v20.csv,1.308734,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__estimates_mental_health_persons__v20.csv,1.315131,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__estimates_risk_factors_adults__v20.csv,3.564444,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__estimates_risk_factors_children__v20.csv,1.034446,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__estimates_self_assessed_health__v20.csv,0.336628,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__families__v20.csv,0.328066,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__homelessness__v20.csv,0.22817,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__hosp_type_sex__v20.csv,0.528452,1290
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__income_support__v20.csv,0.783343,1290
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__labour_force__v20.csv,0.326406,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__learning_earning__v20.csv,0.217898,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__median_age_death__v20.csv,0.20984,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__migrants_family__v20.csv,0.31045,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__migrants_humanitarian__v20.csv,0.303144,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__migrants_skilled__v20.csv,0.311727,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__migrants_total__v20.csv,0.30968,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__mothers_babies__v20.csv,0.27701,1293
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__ndis_autism_age__v20.csv,0.374477,1290
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__ndis_disability__v20.csv,0.627837,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__pop_projections_females__v20.csv,0.788041,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__pop_projections_males__v20.csv,0.784348,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__pop_projections_persons__v20.csv,0.797978,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__population_proportion__v20.csv,0.226099,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__population_proportion_age__v20.csv,0.428617,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__premature_mortality_by_cause__v20.csv,2.349628,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__premature_mortality_by_sex__v20.csv,0.621218,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__private_health_insurance__v20.csv,0.235964,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__screening__v20.csv,0.707869,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__total_fertility_rate__v20.csv,0.205893,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__volunteering__v20.csv,0.215783,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__years_life_lost__v20.csv,0.613516,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__years_life_lost_by_cause__v20.csv,2.03862,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__years_life_lost_females_age__v20.csv,0.663976,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__years_life_lost_males_age__v20.csv,0.666114,1289
sa3,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__years_life_lost_persons_age__v20.csv,0.762563,1289
sa4,data\processed\native\sa4\aedc_child_development__aedc_child_development_004_download_xlsx_80_kb__table_11_tas_summary_indicators__v20.csv,0.003839,20
sa4,data\processed\native\sa4\aedc_child_development__aedc_child_development_004_download_xlsx_80_kb__table_13_nt_summary_indicators__v20.csv,0.003839,20
sa4,data\processed\native\sa4\aedc_child_development__aedc_child_development_004_download_xlsx_80_kb__table_15_act_summary_indicators__v20.csv,0.003836,20
sa4,data\processed\native\sa4\aihw_mental_health_regional_activity__admitted_patient_care_state_and_territory_tables_2023_24__table_ac_6__v20.csv,0.265987,725
sa4,data\processed\native\sa4\aihw_mental_health_regional_activity__admitted_patient_care_state_and_territory_tables_2023_24__table_ac_7__v20.csv,0.023109,76
sa4,data\processed\native\sa4\aihw_mental_health_regional_activity__admitted_patient_care_state_and_territory_tables_2023_24__table_ac_8__v20.csv,0.022696,75
sa4,data\processed\native\sa4\aihw_mental_health_regional_activity__cmhc_mrf_demogfocus_2324__v20.csv,23.374073,47075
sa4,data\processed\native\sa4\aihw_mental_health_regional_activity__cmhc_mrf_sessionfocus_2324__v20.csv,25.478681,50824
sa4,data\processed\native\sa4\aihw_mental_health_regional_activity__csv_files_user_guide_and_metadata_2024_25__pbs_phn_sa4__v20.csv,0.001575,19
sa4,data\processed\native\sa4\aihw_mental_health_regional_activity__medicare_mental_health_services_csv_user_guide__phn_and_sa4__v20.csv,0.001375,12
sa4,data\processed\native\sa4\ndis_service_area_candidate__active_providers_2024_06_30_active_providers_active_providers_data_june_2024_2__v20.csv,57.721986,197616
sa4,data\processed\native\sa4\ndis_service_area_candidate__participant_numbers_plan_budgets_2024_06_30_participant_numbers_plan_budgets_participant_numbers_and_plan_budgets_data_june_2024__v20.csv,39.347681,101021
sa4,data\processed\native\sa4\ndis_service_area_candidate__plan_management_2024_12_31_plan_management_types_plan_management_types_data_december_2024__v20.csv,33.986354,107554
sa4,data\processed\native\sa4\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_13__v20.csv,0.072326,354
sa4,data\processed\native\sa4\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_17__v20.csv,0.072906,358
sa4,data\processed\native\sa4\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_4__v20.csv,0.020769,99
sa4,data\processed\native\sa4\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_9__v20.csv,0.023236,109
sa4,data\processed\native\sa4\ndis_service_area_candidate__sda_participants_2026_03_31_sda_participants_sda_participants_data__v20.csv,0.533194,2292
sa4,data\processed\native\sa4\ndis_service_area_candidate__sil_participants_2026_03_31_sil_participants_sil_participants_data__v20.csv,0.528243,2270
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_10__v20.csv,0.015792,71
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_11__v20.csv,0.015226,72
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_13__v20.csv,0.009526,44
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_14__v20.csv,0.006958,36
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_15__v20.csv,0.008586,47
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_1__v20.csv,0.011991,53
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_2__v20.csv,0.015592,83
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_3__v20.csv,0.027477,146
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_4__v20.csv,0.027657,145
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_5__v20.csv,0.028075,147
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_6__v20.csv,0.043295,240
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_7__v20.csv,0.043976,240
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_8__v20.csv,0.019361,85
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_9__v20.csv,0.018607,86
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_1__v20.csv,0.015604,69
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_2__v20.csv,0.019361,75
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_3__v20.csv,0.019293,75
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_4__v20.csv,0.019301,75
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_5__v20.csv,0.019053,75
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_6__v20.csv,0.019088,75
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_7__v20.csv,0.018888,75
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_8__v20.csv,0.018969,75
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_9__v20.csv,0.01871,75
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_1__v20.csv,0.014012,65
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_2__v20.csv,0.017618,71
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_3__v20.csv,0.017566,71
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_4__v20.csv,0.017572,71
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_5__v20.csv,0.01735,71
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_6__v20.csv,0.017413,71
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_7__v20.csv,0.017178,71
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_8__v20.csv,0.017277,71
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_9__v20.csv,0.017037,71
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_1__v20.csv,0.007854,41
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_006_download_xlsx_121_58_kb__table_6_1__v20.csv,0.094195,570
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_006_download_xlsx_121_58_kb__table_6_2__v20.csv,0.095432,567
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_007_download_xlsx_90_67_kb__table_7_1__v20.csv,0.00789,35
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_007_download_xlsx_90_67_kb__table_7_2__v20.csv,0.011867,61
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_007_download_xlsx_90_67_kb__table_7_3__v20.csv,0.018724,98
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_007_download_xlsx_90_67_kb__table_7_4__v20.csv,0.00456,18
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_007_download_xlsx_90_67_kb__table_7_6__v20.csv,0.013721,68
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_008_download_xlsx_48_34_kb__table_8_1__v20.csv,0.017568,91
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_008_download_xlsx_48_34_kb__table_8_2__v20.csv,0.017559,91
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_tablebuilder_001_download_xls_412_kb__children_and_child_care__v20.csv,0.002391,13
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_tablebuilder_001_download_xls_412_kb__cultural_and_language_diversity__v20.csv,0.013336,70
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_tablebuilder_001_download_xls_412_kb__disability_and_carers__v20.csv,0.00115,6
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_tablebuilder_001_download_xls_412_kb__education_and_qualifications__v20.csv,0.009922,48
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_tablebuilder_001_download_xls_412_kb__geographical_areas__v20.csv,0.004862,25
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_tablebuilder_001_download_xls_412_kb__homelessness_estimates__v20.csv,0.000421,2
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_tablebuilder_001_download_xls_412_kb__household_income_and_costs__v20.csv,0.024312,135
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_tablebuilder_001_download_xls_412_kb__selected_dwelling_and_household__v20.csv,0.029591,160
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_tablebuilder_001_download_xls_412_kb__selected_person_characteristics__v20.csv,0.020241,111
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_tablebuilder_001_download_xls_412_kb__socio_economic_index_for_areas__v20.csv,0.008295,48
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_tablebuilder_001_download_xls_412_kb__subject_index__v20.csv,0.018843,110
state,data\processed\native\state\abs_homelessness__abs_homelessness_census_tablebuilder_001_download_xls_412_kb__usual_address_and_migration__v20.csv,0.003653,19
state,data\processed\native\state\aedc_child_development__aedc_child_development_001_download_xlsx_16_kb__table_3_schools__v20.csv,0.000671,3
state,data\processed\native\state\aedc_child_development__aedc_child_development_002_download_xlsx_20_kb__table_2_age__v20.csv,0.000567,2
state,data\processed\native\state\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table7_physical_overall_juris__v20.csv,0.014033,56
state,data\processed\native\state\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_13_social_overall_juris__v20.csv,0.014033,56
state,data\processed\native\state\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_19_emotion_overall_juris__v20.csv,0.014084,56
state,data\processed\native\state\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_1_summary_ind_jurisdic__v20.csv,0.014612,55
state,data\processed\native\state\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_25_language_overall_juri__v20.csv,0.014073,56
state,data\processed\native\state\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_31_comm_overall_juris__v20.csv,0.013938,56
state,data\processed\native\state\aihw_mental_health_regional_activity__admitted_patient_care_state_and_territory_phn_sa4_2023_24__v20.csv,0.922805,2856
state,data\processed\native\state\aihw_mental_health_regional_activity__admitted_patient_care_state_and_territory_tables_2023_24__table_ac_2__v20.csv,0.422102,1363
state,data\processed\native\state\aihw_mental_health_regional_activity__community_mental_health_care_tables_2023_24__cmhc_1_demographics__v20.csv,0.544993,1733
state,data\processed\native\state\aihw_mental_health_regional_activity__community_mental_health_care_tables_2023_24__cmhc_2_principal_diag__v20.csv,0.344172,918
state,data\processed\native\state\aihw_mental_health_regional_activity__community_mental_health_care_tables_2023_24__cmhc_3_session__v20.csv,0.081767,243
state,data\processed\native\state\aihw_mental_health_regional_activity__community_mental_health_care_tables_2023_24__cmhc_4_organisations__v20.csv,0.033834,141
state,data\processed\native\state\aihw_mental_health_regional_activity__community_mental_health_care_tables_2023_24__general_information__v20.csv,0.008457,46
state,data\processed\native\state\aihw_mental_health_regional_activity__community_mental_health_care_tables_2023_24__specific_information__v20.csv,0.007614,58
state,data\processed\native\state\aihw_mental_health_regional_activity__community_mental_health_care_tables_2023_24__table_of_contents__v20.csv,0.001395,4
state,data\processed\native\state\aihw_mental_health_regional_activity__csv_files_user_guide_and_metadata_2024_25__pbs_quarters_demographics__v20.csv,0.002639,31
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_csv_readme_and_metadata_user_guide_2324__ed_state_sex_age_qtr_metadata__v20.csv,0.00606,46
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_csv_readme_and_metadata_user_guide_2324__ed_time_of_day_metadata__v20.csv,0.002845,43
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_phn_sa4_2324__v20.csv,1.412399,4748
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_state_sex_age_qtr_2324__v20.csv,3.043668,10800
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_tables_jurisdictions_2324__general_information__v20.csv,0.005668,26
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_tables_jurisdictions_2324__table_ed_10__v20.csv,0.059878,188
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_tables_jurisdictions_2324__table_ed_6__v20.csv,0.047855,166
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_tables_jurisdictions_2324__table_ed_7__v20.csv,0.03561,117
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_tables_jurisdictions_2324__table_ed_8__v20.csv,0.042856,140
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_tables_jurisdictions_2324__table_ed_9__v20.csv,0.611032,1997
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_tables_jurisdictions_2324__table_of_contents__v20.csv,0.001657,4
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_time_of_day_2324__v20.csv,2.378299,9360
state,data\processed\native\state\aihw_mental_health_regional_activity__ed_waittime_los_2324__v20.csv,0.342972,1170
state,data\processed\native\state\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__general_information__v20.csv,0.007379,40
state,data\processed\native\state\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_3__v20.csv,0.086514,317
state,data\processed\native\state\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_6__v20.csv,0.07195,266
state,data\processed\native\state\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_of_contents__v20.csv,0.001744,5
state,data\processed\native\state\aihw_mental_health_regional_activity__medicare_mental_health_services_csv_user_guide__quarters_sex_and_age_group__v20.csv,0.004681,48
state,data\processed\native\state\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__general_information__v20.csv,0.0092,49
state,data\processed\native\state\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_of_contents__v20.csv,0.001281,3
state,data\processed\native\state\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_2__v20.csv,0.084406,282
state,data\processed\native\state\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_3__v20.csv,0.16689,533
state,data\processed\native\state\aihw_mental_health_regional_activity__workforce_2024__v20.csv,1.785186,7411
state,data\processed\native\state\dss__dss_payments_2016_sa2_jun_2019_to_mar_2023_map_historic__v20.csv,9.243083,38964
state,data\processed\native\state\ndis_service_area_candidate__baseline_outcomes_2026_03_31_other_download_baseline_outcomes_data__v20.csv,0.184359,594
state,data\processed\native\state\ndis_service_area_candidate__market_insights_2021_12_31_202112_01_the_ndis_market_insights_dashboard_data__v20.csv,0.099807,379
state,data\processed\native\state\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__intro__v20.csv,0.002368,6
state,data\processed\native\state\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_10__v20.csv,0.025357,110
state,data\processed\native\state\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_11__v20.csv,0.049891,98
state,data\processed\native\state\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_12__v20.csv,0.044583,98
state,data\processed\native\state\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_16__v20.csv,0.044514,99
state,data\processed\native\state\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_2__v20.csv,0.004128,15
state,data\processed\native\state\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_3__v20.csv,0.003077,14
state,data\processed\native\state\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_5__v20.csv,0.022293,98
state,data\processed\native\state\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_6__v20.csv,0.022273,98
state,data\processed\native\state\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_7__v20.csv,0.021907,98
state,data\processed\native\state\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_8__v20.csv,0.023531,100
state,data\processed\native\state\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__tableofcontents__v20.csv,0.00537,16
state,data\processed\native\state\phidu_raw__phidu_official_phn_with_component_lgas__birthplace_nes_residents__v20.csv,0.21839,661
state,data\processed\native\state\phidu_raw__phidu_official_phn_with_component_lgas__housing_transport__v20.csv,0.400309,662
state,data\processed\native\state\phidu_raw__phidu_official_phn_with_component_lgas__irsd__v20.csv,0.090063,661
state,data\processed\native\state\phidu_raw__phidu_official_phn_with_component_lgas__screening_age__v20.csv,0.399151,661
state,data\processed\native\state\phidu_raw__phidu_official_phn_with_component_phas__birthplace_nes_residents__v20.csv,0.442215,1289
state,data\processed\native\state\phidu_raw__phidu_official_phn_with_component_phas__housing_transport__v20.csv,0.791097,1290
state,data\processed\native\state\phidu_raw__phidu_official_phn_with_component_phas__irsd__v20.csv,0.193572,1289
state,data\processed\native\state\phidu_raw__phidu_official_phn_with_component_phas__screening_age__v20.csv,0.808409,1289
unknown_review,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_001_download_xlsx_178_37_kb__table_1_12__v20.csv,0.011091,56
unknown_review,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_2__v20.csv,0.01101,57
unknown_review,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_3__v20.csv,0.010972,57
unknown_review,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_4__v20.csv,0.010975,57
unknown_review,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_5__v20.csv,0.010808,57
unknown_review,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_6__v20.csv,0.010858,57
unknown_review,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_7__v20.csv,0.010683,57
unknown_review,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_8__v20.csv,0.010782,57
unknown_review,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_9__v20.csv,0.010627,57
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_001_download_xlsx_16_kb__table_1_overall__v20.csv,0.000892,4
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_001_download_xlsx_16_kb__table_2_children__v20.csv,0.000339,1
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_002_download_xlsx_20_kb__table_1_demographics__v20.csv,0.000686,2
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_002_download_xlsx_20_kb__table_3_additional_needs__v20.csv,0.001221,4
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table8_physical_socio_ec__v20.csv,0.00802,32
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table9_physical_geographic__v20.csv,0.011008,44
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_10_physical_gender__v20.csv,0.003558,14
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_11_physical_first_nation__v20.csv,0.002113,8
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_12_physical_language__v20.csv,0.00555,21
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_14_social_socio_ec__v20.csv,0.008013,32
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_15_social_geographic__v20.csv,0.011008,44
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_16_social_gender__v20.csv,0.003535,14
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_17_social_first_nations__v20.csv,0.002103,8
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_18_social_language__v20.csv,0.005508,21
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_20_emotion_socio_ec__v20.csv,0.008074,32
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_21_emotion_geographic__v20.csv,0.011045,44
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_22_emotion_gender__v20.csv,0.003548,14
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_23_emotion_first_nations__v20.csv,0.002109,8
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_24_emotion_language__v20.csv,0.00553,21
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_26_language_socio_ec__v20.csv,0.008068,32
